Name,Extracted_name,Value,Raw_unit,Type
70Li2S–30P2S5,"[{'Li': '2.0', 'S': '1.0'}]",1E-6,Scm−1,None
Li6BaLa2Ta2O12,"[{'Li': '6.0', 'Ba': '1.0', 'La': '2.0', 'Ta': '2.0', 'O': '12.0'}]",0.0000169,S/cm,None
Li0.33La0.57TiO3,"[{'Li': '0.33', 'La': '0.57', 'Ti': '1.0', 'O': '3.0'}]",6E-6,Scm−1,None
Polyvinyl alcohol / polyacrylic a,"[{'O': '1.0', 'H': '4.0', 'C': '2.0'}, {'C': '3.0', 'H': '4.0', 'O': '1.0'}]",0.0046,mScm−1,None
TiO2 @ C-2,"[{'Ti': '1.0', 'O': '2.0'}]",0.000134,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",0.0000835,Scm−1,None
LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",1E-7,S/cm,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",1E-10,Scm−1,None
NaCl,"[{'Na': '1.0', 'Cl': '1.0'}]",0.035,mS/cm,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",6E-7,Scm−1,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",0.001,Scm−1,None
V2O5,"[{'V': '2.0', 'O': '5.0'}]",0.001,Scm−1,None
LiBSF,"[{'Li': '1.0', 'B': '1.0', 'S': '1.0', 'F': '1.0'}]",0.0000377,Scm−1,None
LiPO3,"[{'Li': '1.0', 'P': '1.0', 'O': '3.0'}]",2,S/cm,None
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",0.312,S/cm,None
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",0.0023,Scm−1,None
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",0.00015,Scm−1,None
V)O4,"[{'V': '1.0', 'O': '4.0'}]",0.00004,Scm−1,None
Li4Ti5O12 / TiO2,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Ti': '1.0', 'O': '2.0'}]",2.5E-7,Scm−1,None
Li7La3Zr2O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '2.0', 'O': '12.0'}]",3.12E-7,Scm−1,None
LiCF3SO3,"[{'Li': '1.0', 'C': '1.0', 'F': '3.0', 'S': '1.0', 'O': '3.0'}]",0.0000198,Scm−1,None
Li7P3S11,"[{'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",0.00027,Scm−1,None
LiFSI,"[{'Li': '1.0', 'F': '1.0', 'S': '1.0', 'I': '1.0'}]",3.72E-6,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",0.00003,Scm−1,None
Polyethylene glycol,"[{'C': '2*n', 'H': '4*n+2', 'O': 'n+1'}]",0.001,Scm−1,None
Ta2O5 : H,"[{'Ta': '2.0', 'O': '5.0'}]",2E-9,S/cm,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",0.1,Scm−1,None
LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",3.1E-6,S/cm,None
Li7La3Zr1.7Ti0.3O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '1.7', 'Ti': '0.3', 'O': '12.0'}]",0.000416,Scm−1,None
RbAg4I5,"[{'Rb': '1.0', 'Ag': '4.0', 'I': '5.0'}]",0.002,S/cm,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",3.8E-8,Scm−1,None
Li3PS4,"[{'Li': '3.0', 'P': '1.0', 'S': '4.0'}]",0.0005,Scm−1,None
CNFo,"[{'C': '1.0', 'N': '1.0', 'F': 'o'}]",20,S/cm,None
CaV4O9,"[{'Ca': '1.0', 'V': '4.0', 'O': '9.0'}]",100,Scm−1,None
Li0.5La0.5TiO3,"[{'Li': '0.5', 'La': '0.5', 'Ti': '1.0', 'O': '3.0'}]",0.0004446,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",0.006,Scm−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",0.12,S/cm,None
Phosphoric acid,"[{'H': '3.0', 'P': '1.0', 'O': '4.0'}]",0.000232,S/cm,None
NVP / C-5,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",0.0000993,Scm−1,None
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",0.2921,Scm−1,None
Li / urea,"[{'Li': '1.0'}, {'N': '2.0', 'H': '4.0', 'C': '1.0', 'O': '1.0'}]",0.000084,mS/cm,None
Li3N,"[{'Li': '3.0', 'N': '1.0'}]",0.0012,S/cm,None
LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",5.3E-8,Scm−1,None
ZrO2,"[{'Zr': '1.0', 'O': '2.0'}]",0.00019,Scm−1,None
Li9.6P3S12,"[{'Li': '9.6', 'P': '3.0', 'S': '12.0'}]",0.025,Scm−1,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",5,Scm−1,None
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",0.001,S/cm,Cath
LiFSI,"[{'Li': '1.0', 'F': '1.0', 'S': '1.0', 'I': '1.0'}]",0.0001,Scm−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",1.5,Scm−1,None
V2O5·nH2O,"[{'V': '2.0', 'O': '5.0'}]",2E-7,Scm−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",1.55E-9,Scm−1,None
Li3Fe2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Fe': '2.0'}]",1E-8,S/cm,None
La10Si5CuO26,"[{'La': '10.0', 'Si': '5.0', 'Cu': '1.0', 'O': '26.0'}]",0.0101,Scm−1,None
Na5P10,"[{'Na': '5.0', 'P': '10.0'}]",0.0001935,Scm−1,None
Li2+2xZnl − xGeO4,"[{'Li': '2*x+2', 'Zn': 'l-x', 'Ge': '1.0', 'O': '4.0'}]",0.13,S/cm,None
Li2OV2O5SiO2,"[{'Li': '2.0', 'O': '1.0'}]",1E-6,S/cm,None
H3PO4,"[{'H': '3.0', 'P': '1.0', 'O': '4.0'}]",0.014,Scm−1,None
Li4.11Zn0.04Cr0.03Si0.93O4,"[{'Li': '4.11', 'Zn': '0.04', 'Cr': '0.03', 'Si': '0.93', 'O': '4.0'}]",0.0000116,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",0.001,Scm−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.00001,Scm−1,None
CmO1,"[{'Cm': '1.0', 'O': '1.0'}]",0.00008,Scm−1,None
Dimethyl carbonate,"[{'O': '3.0', 'C': '3.0', 'H': '6.0'}]",0.0000327,S/cm,None
SiO2 / PAN,"[{'Si': '1.0', 'O': '2.0'}]",0.0036,Scm−1,None
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",0.0025,Scm−1,None
V[Cr(CN)6]2 / 3·zH2O,"[{'C': '4.0002', 'N': '4.0002', 'Cr': '0.6667', 'V': '1.0'}]",0.0016,Scm−1,None
Ce0.6Ca0.4VO3,"[{'Ce': '0.6', 'Ca': '0.4', 'V': '1.0', 'O': '3.0'}]",0.0003,mScm−1,None
Ti4O7,"[{'Ti': '4.0', 'O': '7.0'}]",0.3,Scm−1,None
Li / LiMn2O4,"[{'Li': '1.0'}, {'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",0.0001,S/cm,None
PVdF / SiO2,"[{'P': '1.0', 'V': 'd', 'F': '1.0'}, {'Si': '1.0', 'O': '2.0'}]",0.00747,Scm−1,None
Tungsten oxide,"[{'W': '1.0', 'O': '3.0'}]",1.76,Scm−1,None
Li1.3Ti1.8Fe0.1Ca0.1(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.3', 'Ti': '1.8', 'Fe': '0.1', 'Ca': '0.1'}]",4,S/cm,None
PVdF-0P,"[{'P': '1.0', 'V': 'd', 'F': '1.0'}]",0.00655,mScm-1,None
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",8E-7,Scm−1,None
NFS / rGO,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",1.5E-15,Scm−1,None
Mn(III),"[{'I': '3.0', 'Mn': '1.0'}]",1E-10,Scm−1,None
N2B-2,"[{'N': '2.0', 'B': '1.0'}]",0.00002,S/cm,None
Li1.3Al0.3Ti1.7(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.3', 'Al': '0.3', 'Ti': '1.7'}]",0.003,Scm−1,None
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",7.96E-9,Scm−1,None
Propylene carbonate,"[{'C': '4.0', 'H': '6.0', 'O': '3.0'}]",0.00001,Scm−1,None
Li3MgTi5O12,"[{'Li': '3.0', 'Mg': '1.0', 'Ti': '5.0', 'O': '12.0'}]",0.01,Scm−1,None
Li7-x+yLa3Zr2-x-yNbxGdyO12,"[{'Li': '-x+y+7', 'La': '3.0', 'Zr': '-x-y+2', 'Nb': 'x', 'Gd': 'y', 'O': '12.0",0.000609,Scm−1,None
Li3Cr(MoO4)3,"[{'Mo': '3.0', 'O': '12.0', 'Li': '3.0', 'Cr': '1.0'}]",0.0001,Scm−1,None
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",0.000036,Scm−1,None
Silica,"[{'Si': '1.0', 'O': '2.0'}]",0.01,S/cm,None
LiClO4 / glycerol,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}, {'C': '3.0', 'H': '8.0', 'O': '3.0'}]",0.002,Scm−1,None
Li4SiO4,"[{'Li': '4.0', 'Si': '1.0', 'O': '4.0'}]",0.001,Scm−1,None
Li(NH3)BH4,"[{'N': '1.0', 'H': '7.0', 'Li': '1.0', 'B': '1.0'}]",1E-8,Scm−1,None
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",7.73E-8,Scm−1,None
90Li3PS4·10Bi2O3,"[{'Li': '3.0', 'P': '1.0', 'S': '4.0'}]",0.0001,Scm−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",7.76E-8,Scm−1,None
Silica,"[{'Si': '1.0', 'O': '2.0'}]",0.0031,Scm−1,None
LiSO3CF3,"[{'Li': '1.0', 'S': '1.0', 'O': '3.0', 'C': '1.0', 'F': '3.0'}]",0.00001,S/cm,None
Sc2(WO4)3,"[{'W': '3.0', 'O': '12.0', 'Sc': '2.0'}]",0.0000374,Scm−1,None
NaOH,"[{'Na': '1.0', 'O': '1.0', 'H': '1.0'}]",0.01,S/cm,None
Silica,"[{'Si': '1.0', 'O': '2.0'}]",2,S/cm,None
TiNb2O7,"[{'Ti': '1.0', 'Nb': '2.0', 'O': '7.0'}]",1E-11,Scm−1,None
NaCl,"[{'Na': '1.0', 'Cl': '1.0'}]",0.007,mS/cm,None
Li4Zn(SO4)3,"[{'S': '3.0', 'O': '12.0', 'Li': '4.0', 'Zn': '1.0'}]",1,Scm−1,None
LiCl-KCl,"[{'Li': '1.0', 'Cl': '1.0'}]",1E-7,Scm−1,None
La(2−x) / 3LixTiO3,"[{'La': '2-x'}, {'Li': 'x', 'Ti': '1.0', 'O': '3.0'}]",0.0001,Scm−1,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",0.01,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",1E-7,Scm−1,None
LiPO2F2,"[{'Li': '1.0', 'P': '1.0', 'O': '2.0', 'F': '2.0'}]",0.0072,mScm−1,None
Li8NaV3(P2O7)3(PO4)2,"[{'P': '8.0', 'O': '29.0', 'Li': '8.0', 'Na': '1.0', 'V': '3.0'}]",1.3E-8,Scm−1,None
Na3+xZr2Si2+xP1−xO12,"[{'Na': 'x+3', 'Zr': '2.0', 'Si': 'x+2', 'P': '1-x', 'O': '12.0'}]",0.0052,Scm−1,None
LiFePO4 / graphene,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",18.9,Scm−1,None
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",1E-7,Scm−1,None
LiBF4,"[{'Li': '1.0', 'B': '1.0', 'F': '4.0'}]",0.0095,mScm−1,None
Si / Ge)3O9,"[{'Si': '1.0'}, {'Ge': '3.0', 'O': '9.0'}]",0.01,Scm−1,None
Li1.3Al0.3Ge1.7(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.3', 'Al': '0.3', 'Ge': '1.7'}]",0.00016,Scm−1,None
Na3SbS4-xSex,"[{'Na': '3.0', 'Sb': '1.0', 'S': '4-x', 'Se': 'x'}]",0.000598,Scm−1,None
Li1+xGaxTi2-x(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': 'x+1', 'Ga': 'x', 'Ti': '2-x'}]",0.00015,Scm−1,None
Li6PS5Cl,"[{'Li': '6.0', 'P': '1.0', 'S': '5.0', 'Cl': '1.0'}]",2.3E-6,Scm−1,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",0.0068,Scm−1,Cath
Li3N,"[{'Li': '3.0', 'N': '1.0'}]",4,Scm−1,None
PSSLi,"[{'P': '1.0', 'S': '2.0', 'Li': '1.0'}]",2.1E-7,S/cm,None
Li2S–P2S5,"[{'Li': '2.0', 'S': '1.0'}]",0.00017,Scm−1,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",9.8,Scm−1,None
Li6.5La3Zr1.3Nb0.6Gd0.1O12,"[{'Li': '6.5', 'La': '3.0', 'Zr': '1.3', 'Nb': '0.6', 'Gd': '0.1', 'O': '12.0'}",0.000628,Scm−1,None
Li7La3Zr2O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '2.0', 'O': '12.0'}]",2E-7,Scm−1,None
LiBF4,"[{'Li': '1.0', 'B': '1.0', 'F': '4.0'}]",0.52,S/cm,None
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",1E-9,Scm−1,None
Sucrose,"[{'C': '12.0', 'H': '22.0', 'O': '11.0'}]",0.00055,mS/m,None
Methanol,"[{'C': '1.0', 'H': '4.0', 'O': '1.0'}]",0.00001,Scm−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",1E-10,Scm−1,None
LTO-N,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",1.86E-7,Scm−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",0.000034,Scm−1,None
LiPF6,"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",0.082,S/cm,None
LiAl–PEG,"[{'Li': '1.0', 'Al': '1.0'}]",3.1E-6,Scm−1,None
Na3.2Zr2Si2.2P0.8O12-0.5NaF,"[{'Na': '3.2', 'Zr': '2.0', 'Si': '2.2', 'P': '0.8', 'O': '12.0'}]",0.0036,Scm−1,None
Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",5E-16,Scm−1,None
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",1E-13,Scm−1,None
LiFe0.9Ni0.1PO4,"[{'Li': '1.0', 'Fe': '0.9', 'Ni': '0.1', 'P': '1.0', 'O': '4.0'}]",0.0004,Scm−1,None
Niobium oxide,"[{'Nb': '2.0', 'O': '5.0'}]",8E-7,S/cm,None
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",0.01,Scm−1,None
LiN(CF3SO2)2,"[{'C': '2.0', 'F': '6.0', 'S': '2.0', 'O': '4.0', 'Li': '1.0', 'N': '1.0'}]",0.0064,Scm−1,None
Li7P3S11 sulfide,"[{'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",0.00027,Scm−1,None
La9.33(SiO4)6O2,"[{'Si': '6.0', 'O': '26.0', 'La': '9.33'}]",0.00011,Scm−1,None
Li6La3HfNbO12,"[{'Li': '6.0', 'La': '3.0', 'Hf': '1.0', 'Nb': '1.0', 'O': '12.0'}]",0.00003,Scm−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",1E-6,S/cm,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",5.6E-7,Scm−1,None
Ethylene oxide,"[{'C': '2.0', 'H': '4.0', 'O': '1.0'}]",0.00134,Scm−1,None
"Niobyl phosphate hydrate, NbOPO4�","[{'Nb': '1.0', 'O': '5.0', 'P': '1.0'}]",1E-6,Scm−1,None
Lithium bis(trifluoromethanesulfo,"[{'Li': '1.0', 'C': '2.0', 'F': '6.0', 'N': '1.0', 'O': '4.0', 'S': '2.0'}]",0.00003,Scm−1,None
Li2SO4,"[{'Li': '2.0', 'S': '1.0', 'O': '4.0'}]",0.9,S/cm,None
FeO6,"[{'Fe': '1.0', 'O': '6.0'}]",1E-10,Scm−1,None
Li1.3Al0.3Ti1.7(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.3', 'Al': '0.3', 'Ti': '1.7'}]",0.00017,Scm−1,None
Vanadium pentoxide,"[{'V': '2.0', 'O': '5.0'}]",7,S/cm,None
AgPO3,"[{'Ag': '1.0', 'P': '1.0', 'O': '3.0'}]",1E-7,S/cm,None
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",80,Scm−1,None
20Li2O–XZrO2–15P2O5–(65-X)S,"[{'Li': '2.0', 'O': '1.0'}]",4,S/cm,None
Li7La3Zr2O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '2.0', 'O': '12.0'}]",1E-8,Scm−1,None
Li4GeS4–Li3PS4,"[{'Li': '4.0', 'Ge': '1.0', 'S': '4.0'}]",0.012,S/cm,None
Lithium triflate,"[{'Li': '1.0', 'C': '1.0', 'F': '3.0', 'S': '1.0', 'O': '3.0'}]",0.001,Scm−1,None
LiBPON,"[{'Li': '1.0', 'B': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",6.88E-7,Scm−1,None
LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",1E-13,Scm−1,None
LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",9.27E-7,Scm−1,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",0.00228,Scm−1,None
LiBF4,"[{'Li': '1.0', 'B': '1.0', 'F': '4.0'}]",0.0001,Scm−1,None
Li0.66FeF3·0.33H2O,"[{'Li': '0.66', 'Fe': '1.0', 'F': '3.0'}]",7E-8,Scm−1,None
Ce0.975Sr0.025F2.975,"[{'Ce': '0.975', 'Sr': '0.025', 'F': '2.975'}]",0.0003,Scm−1,None
Argyrodite,"[{'Ag': '8.0', 'Ge': '1.0', 'S': '6.0'}]",0.0002,Scm−1,None
Li3BO3,"[{'Li': '3.0', 'B': '1.0', 'O': '3.0'}]",3.6E-6,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",0.000025,Scm−1,None
CH2Cl2 : CHCl3,"[{'C': '1.0', 'H': '1.0', 'Cl': '3.0'}]",5,Scm−1,None
H5GeW10MoVO40·21H2O,"[{'H': '5.0', 'Ge': '1.0', 'W': '10.0', 'Mo': '1.0', 'V': '1.0', 'O': '40.0'}]",0.000358,Scm−1,None
H2SO4,"[{'H': '2.0', 'S': '1.0', 'O': '4.0'}]",1,Scm−1,None
SPBI,"[{'S': '1.0', 'P': '1.0', 'B': '1.0', 'I': '1.0'}]",0.01,S/cm,None
Fe(III),"[{'I': '3.0', 'Fe': '1.0'}]",0.000068,Scm−1,None
LiClO4,"[{'Li': '1.0', 'Cl': '1.0', 'O': '4.0'}]",2E-8,S/cm,None
Na10SnP2S12,"[{'Na': '10.0', 'Sn': '1.0', 'P': '2.0', 'S': '12.0'}]",0.00094,mScm−1,None
IPP / h-BN,"[{'I': '1.0', 'P': '2.0'}, {'B': '1.0', 'N': '1.0'}]",2.5E-13,Scm−1,None
Li1−xNaxFe1−xTixPO4 / C,"[{'Li': '1-x', 'Na': 'x', 'Fe': '1-x', 'Ti': 'x', 'P': '1.0', 'O': '4.0'}, {'C'",0.00058,Scm−1,None
AlPO4,"[{'Al': '1.0', 'P': '1.0', 'O': '4.0'}]",0.0004,Scm−1,None
Li1+xAlxGe2−x(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': 'x+1', 'Al': 'x', 'Ge': '2-x'}]",0.00462,S/cm,None
Li14Zn(GeO4)4,"[{'Ge': '4.0', 'O': '16.0', 'Li': '14.0', 'Zn': '1.0'}]",1E-7,Scm−1,None
LiPF6,"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",1,Scm−1,None
MoS2 @ C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",0.00122,Scm−1,None
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.0001,Scm−1,None
Li2ZnCl4,"[{'Li': '2.0', 'Zn': '1.0', 'Cl': '4.0'}]",0.0002,Scm−1,None
Li6PS5Cl,"[{'Li': '6.0', 'P': '1.0', 'S': '5.0', 'Cl': '1.0'}]",0.000014,Scm−1,None
Y2O3,"[{'Y': '2.0', 'O': '3.0'}]",0.0005,mScm−1,None
LTO / C,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",0.000656,Scm−1,None
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",0.3,Scm−1,None
Li1.3Cr0.3Ge1.7(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.3', 'Cr': '0.3', 'Ge': '1.7'}]",0.0004,S/cm,None
Phosphate,"[{'P': '1.0', 'O': '4.0'}]",0.0001,Scm−1,None
Bi0.775La0.225O1.5,"[{'Bi': '0.775', 'La': '0.225', 'O': '1.5'}]",0.001,Scm−1,None
Lithium iodide,"[{'Li': '1.0', 'I': '1.0'}]",1E-7,S/cm,None
LiSO3CF3,"[{'Li': '1.0', 'S': '1.0', 'O': '3.0', 'C': '1.0', 'F': '3.0'}]",0.00004,S/cm,None
Co3O4-U,"[{'Co': '3.0', 'O': '4.0'}]",0.0000114,Scm−1,None
Na3PS4,"[{'Na': '3.0', 'P': '1.0', 'S': '4.0'}]",0.003,Scm−1,None
Fe2P,"[{'Fe': '2.0', 'P': '1.0'}]",0.1,Scm−1,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",12.4,Scm−1,None
Zirconia / TMG,"[{'Zr': '1.0', 'O': '2.0'}]",0.004,Scm−1,None
NH4Br,"[{'N': '1.0', 'H': '4.0', 'Br': '1.0'}]",0.0001,Scm−1,None
LiZr2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Zr': '2.0'}]",1E-9,Scm−1,None
Nd-doped LiNiPO4,"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}]",1.54E-8,Scm−1,None
FeCl3,"[{'Fe': '1.0', 'Cl': '3.0'}]",1.7,S/cm,None
Li3Sc1.8Cr0.2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Sc': '1.8', 'Cr': '0.2'}]",0.086,Scm−1,None
NiCo / / Zn,"[{'Ni': '1.0', 'Co': '1.0'}, {'Zn': '1.0'}]",0.2,Scm−1,None
LiNiPO,"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '1.0'}]",9,S/cm,None
Lithium iron phosphate,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",1E-8,Scm−1,None
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",0.031,Scm−1,None
Lithium vanadium phosphate,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",8E-6,Scm−1,None
LiFe0.99V0.01PO4 / C,"[{'Li': '1.0', 'Fe': '0.99', 'V': '0.01', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}",0.0000841,Scm−1,None
Li2O–B2O3–V2O5,"[{'Li': '2.0', 'O': '1.0'}]",1E-6,S/cm,None
MgCl2–AlPh3,"[{'Mg': '1.0', 'Cl': '2.0'}]",0.00026,mScm−1,None
BF3·OEt2,"[{'B': '1.0', 'F': '3.0'}]",1E-6,S/cm,None
Li6.4La3Zr1.4Ta0.6O12,"[{'Li': '6.4', 'La': '3.0', 'Zr': '1.4', 'Ta': '0.6', 'O': '12.0'}]",0.001,Scm−1,None
LiPF6,"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",0.0015,mScm−1,None
Li2CO3,"[{'Li': '2.0', 'C': '1.0', 'O': '3.0'}]",1E-7,Scm−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.007,mScm−1,None
NbN,"[{'Nb': '1.0', 'N': '1.0'}]",9.6,Scm−1,Anod
CS(0.2),"[{'C': '1.0', 'S': '0.2'}]",0.001572,mScm−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",3,Scm−1,None
Ce0.7Ca0.3VO3,"[{'Ce': '0.7', 'Ca': '0.3', 'V': '1.0', 'O': '3.0'}]",0.23,Scm−1,None
LiCoO2 / PANI,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.000747,Scm−1,None
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",10,S/cm,None
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",0.01,Scm−1,None
Li7−2xLa3Zr2−xTexO12,"[{'Li': '7-2*x', 'La': '3.0', 'Zr': '2-x', 'Te': 'x', 'O': '12.0'}]",0.00102,Scm−1,None
SiO2–KH2PO4,"[{'Si': '1.0', 'O': '2.0'}]",0.01,Scm−1,None
Polystyrene,"[{'C': '8.0', 'H': '8.0'}]",0.000013,Scm−1,None
LiSCN,"[{'Li': '1.0', 'S': '1.0', 'C': '1.0', 'N': '1.0'}]",0.001,Scm−1,None
LiAlO2,"[{'Li': '1.0', 'Al': '1.0', 'O': '2.0'}]",1E-7,S/cm,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",0.0074,S/cm,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",0.000827,Scm−1,None
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",2.4E-7,Scm−1,None
Li7P3S11,"[{'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",0.0032,mScm−1,None
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",5E-30,Scm−1,None
Li3P,"[{'Li': '3.0', 'P': '1.0'}]",0.0001,Scm−1,None
Urea,"[{'N': '2.0', 'H': '4.0', 'C': '1.0', 'O': '1.0'}]",3,Scm−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.00016,Scm−1,None
Potassium hydroxide,"[{'K': '1.0', 'O': '1.0', 'H': '1.0'}]",0.5,Scm−1,None
