Name,Extracted_name,Value,Raw_unit,Type
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",80,Whkg−1,Cath
LiCoPO4,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",595,Whkg−1,None
Li / MnO2,"[{'Li': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",1470,Whkg−1,None
Li3.9Cu0.1Ti5O12,"[{'Li': '3.9', 'Cu': '0.1', 'Ti': '5.0', 'O': '12.0'}]",6.812,Wh/kg,None
NaCl / Ni,"[{'Na': '1.0', 'Cl': '1.0'}, {'Ni': '1.0'}]",215,Wh/kg,None
ZnV2O6,"[{'Zn': '1.0', 'V': '2.0', 'O': '6.0'}]",731.95,Wh/kg,None
Graphene / Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",570.28333333,Wh/kg,None
(NH4)2V10O25·8H2O,"[{'N': '2.0', 'H': '8.0', 'V': '10.0', 'O': '25.0'}]",53.1,Whkg−1,None
Ni3S2 @ Ni(OH)2 / / AC,"[{'O': '2.0', 'H': '2.0', 'Ni': '4.0', 'S': '2.0'}]",41.8,Whkg−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",518,Whkg−1,None
CoCr2O4 / C / / AC,"[{'Co': '1.0', 'Cr': '2.0', 'O': '4.0'}, {'C': '1.0'}]",27.6,Whkg−1,None
LiCoO2 / graphite,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",320,Whkg−1,None
Zn / LiMn2O4,"[{'Zn': '1.0'}, {'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",30,Whkg−1,None
LiMnO,"[{'Li': '1.0', 'Mn': '1.0', 'O': '1.0'}]",670.27777778,Wh/kg,None
Na / Na0.9Ni0.45Mn0.4Ti0.15O2,"[{'Na': '1.0'}, {'Na': '0.9', 'Ni': '0.45', 'Mn': '0.4', 'Ti': '0.15', 'O': '2.",640,Wh/kg,None
VS2 / / AC,"[{'V': '1.0', 'S': '2.0'}]",15.06,Whkg−1,None
CuCo2O4 @ CuCo2O4 / / AC,"[{'Cu': '2.0', 'Co': '4.0', 'O': '8.0'}]",18,Whkg−1,None
H2SO4,"[{'H': '2.0', 'S': '1.0', 'O': '4.0'}]",7.98,Whkg−1,None
WC-800,"[{'W': '1.0', 'C': '1.0'}]",119,Wh/kg,None
LiBOB,"[{'Li': '1.0', 'B': '2.0', 'O': '1.0'}]",724.5,Whkg−1,None
LiMn0.05Ni0.05Fe0.9PO4,"[{'Li': '1.0', 'Mn': '0.05', 'Ni': '0.05', 'Fe': '0.9', 'P': '1.0', 'O': '4.0'}",313.749,Wh/kg,None
CeO2 / C,"[{'Ce': '1.0', 'O': '2.0'}, {'C': '1.0'}]",719.14285714,Wh/kg,None
3Co1 / 3PO4,"[{'Co': '0.3333', 'P': '1.0', 'O': '4.0'}]",10,Whkg−1,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",650,Whkg−1,None
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",24.9,Whkg−1,None
SnO2 / Sn @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'Sn': '1.0', 'C': '1.0'}]",2070.9,Wh/kg,None
NiCoP / / AC,"[{'Ni': '1.0', 'Co': '1.0', 'P': '1.0'}]",30.5,Whkg−1,None
NiCo2O4 @ MnO2-CNTs-3,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Mn': '1.0', 'O': '2.0'}]",519,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",10,Whkg−1,None
Na0.67Ni0.25Mg0.1Mn0.65O2,"[{'Na': '0.67', 'Ni': '0.25', 'Mg': '0.1', 'Mn': '0.65', 'O': '2.0'}]",233.56666667,Wh/kg,None
Cu3SbS4,"[{'Cu': '3.0', 'Sb': '1.0', 'S': '4.0'}]",0.57,Whkg−1,None
FeCl3·6H2O,"[{'Fe': '1.0', 'Cl': '3.0'}]",23.6,Whkg−1,None
Nb-doped TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",264.8765625,Wh/kg,None
Na0.25MnO2,"[{'Na': '0.25', 'Mn': '1.0', 'O': '2.0'}]",61.1,Whkg-1,Cath
Sodium hydroxide,"[{'Na': '1.0', 'O': '1.0', 'H': '1.0'}]",550,Whkg−1,None
HS-G-MnCo2O4 / / AC,"[{'H': '1.0', 'S': '1.0'}]",14.6,Whkg−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",50,Wh/kg,Anod
Ni(OH)2 / / PAC,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",68,Whkg−1,None
MnO2 / graphene,"[{'Mn': '1.0', 'O': '2.0'}]",6.9,Whkg−1,None
PPyCl @ CNTs,"[{'P': 'y+1', 'Cl': '1.0'}]",88,Wh/kg,None
ZnO @ C,"[{'Zn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",1436.8386656,Wh/kg,None
LiCo0.5Mn1.5O4,"[{'Li': '1.0', 'Co': '0.5', 'Mn': '1.5', 'O': '4.0'}]",617.23166667,Wh/kg,None
Ni vanadates,"[{'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",1500,Wh/g,None
CNTs / LFP-1,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",17.886,Wh/kg,None
Fe2O3 / CoO,"[{'Fe': '2.0', 'O': '3.0'}, {'Co': '1.0', 'O': '1.0'}]",429.765,Wh/kg,None
LiNi0.4Mn1.6O4 / Li4Ti5O12,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}, {'Li': '4.0', 'Ti': '5.0'",55.2,Wh/kg,None
N-doped graphene / iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",5,Whkg−1,None
MnO2 / carbon,"[{'Mn': '1.0', 'O': '2.0'}]",22.1,Whkg−1,None
LiFeO4,"[{'Li': '1.0', 'Fe': '1.0', 'O': '4.0'}]",120,Wh/kg,None
Ni / Ni(OH)2 / / AC,"[{'Ni': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",3.9,Whkg−1,None
GeO2 / N–C,"[{'Ge': '1.0', 'O': '2.0'}]",1612.9837778,Wh/kg,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",2.42,Whkg−1,None
Li0.56Ni2Mo3O12,"[{'Li': '0.56', 'Ni': '2.0', 'Mo': '3.0', 'O': '12.0'}]",472.5,Wh/kg,None
K2V3O8 / C,"[{'K': '2.0', 'V': '3.0', 'O': '8.0'}, {'C': '1.0'}]",235,Wh/kg,None
LiCrO2·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",627.9,Wh/kg,None
Zn2SnO4 @ C,"[{'Zn': '2.0', 'Sn': '1.0', 'O': '4.0'}, {'C': '1.0'}]",878,Wh/kg,None
ZnO / Ni(OH)2,"[{'Zn': '1.0', 'O': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",51.5,Whkg−1,None
Li7La3Zr2O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '2.0', 'O': '12.0'}]",520,Whkg−1,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",690,Whkg−1,None
MnO2 / / FeOOH,"[{'Mn': '1.0', 'O': '2.0'}, {'Fe': '1.0', 'O': '2.0', 'H': '1.0'}]",30.4,Wh/kg,None
Ni3S2,"[{'Ni': '3.0', 'S': '2.0'}]",115,Whkg−1,None
ZnCo2O4 @ MnO2 / / α-Fe2O3,"[{'Zn': '1.0', 'Co': '2.0', 'O': '6.0', 'Mn': '1.0'}, {'Fe': '2.0', 'O': '3.0'}",37.8,Whkg−1,None
Li3.75Si,"[{'Li': '3.75', 'Si': '1.0'}]",881.70241008,Wh/kg,None
SnO2 / GNs,"[{'Sn': '1.0', 'O': '2.0'}]",27.6,Whkg−1,None
C2O1.18H1.05,"[{'C': '2.0', 'O': '1.18', 'H': '1.05'}]",519.97,Wh/kg,None
NASICON,"[{'Na': 'x+1', 'Zr': '2.0', 'Si': 'x', 'P': '3-x', 'O': '12.0'}]",475,Whkg−1,None
Na2SO4,"[{'Na': '2.0', 'S': '1.0', 'O': '4.0'}]",22.4,Whkg−1,None
SnNb2O6,"[{'Sn': '1.0', 'Nb': '2.0', 'O': '6.0'}]",1335.4285714,Wh/kg,None
Cu2+ / Cu,"[{'Cu': '2.0'}, {'Cu': '1.0'}]",2829,Wh/kgCu,None
Fluorophosphate LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",336,Wh/kg,None
Ni @ MnO2,"[{'Ni': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",9,Whkg−1,None
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",155.25994737,Wh/kg,None
Sr(NO3)2,"[{'N': '2.0', 'O': '6.0', 'Sr': '1.0'}]",852.47272727,Wh/kg,None
FeOOH / / MnO2,"[{'Fe': '1.0', 'O': '2.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",23,Whkg−1,None
LiCrTiO4,"[{'Li': '1.0', 'Cr': '1.0', 'Ti': '1.0', 'O': '4.0'}]",23,Whkg−1,None
Li3V2−xLax(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2-x', 'La': 'x'}]",806.4,Wh/kg,None
FeSe-CNFA-T,"[{'Fe': '1.0', 'Se': '1.0'}]",739.5,Wh/kg,None
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",44.8,Whkg−1,None
ZnS / rGO,"[{'Zn': '1.0', 'S': '1.0'}]",76.96,Wh/kg,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",400,Whkg−1,None
NiCo2S4 / / C,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}, {'C': '1.0'}]",22.8,Whkg−1,None
Ni3S2 / CNT / / AC,"[{'Ni': '3.0', 'S': '2.0'}]",19.8,Whkg−1,None
NaFe,"[{'Na': '1.0', 'Fe': '1.0'}]",272.81333333,Wh/kg,None
MnCo2O4,"[{'Mn': '1.0', 'Co': '2.0', 'O': '4.0'}]",3,Wh/kg,None
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",700,Whkg−1,Cath
Li2ZnTi3O8 / TiO2,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}, {'Ti': '1.0', 'O': '2.0'}",64.238896667,Wh/kg,None
LiFe1−xCoxPO4,"[{'Li': '1.0', 'Fe': '1-x', 'Co': 'x', 'P': '1.0', 'O': '4.0'}]",470.68,Wh/kg,None
Ba0.95Pb0.05Li2Ti6O14,"[{'Ba': '0.95', 'Pb': '0.05', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",191.6946,Wh/kg,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",518,Whkg−1,Cath
CoSe2-MoSe2 / C,"[{'Co': '1.0', 'Se': '2.0'}, {'C': '1.0'}]",1228.5,Wh/kg,None
SnO2 / L-RGO,"[{'Sn': '1.0', 'O': '2.0'}]",3945.325,Wh/kg,None
Na3Fe2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'Fe': '2.0'}]",12.726,Wh/kg,None
ZnO / CuO / GNS,"[{'Zn': '1.0', 'O': '1.0'}, {'Cu': '1.0', 'O': '1.0'}]",133.992,Wh/kg,None
CoSe2,"[{'Co': '1.0', 'Se': '2.0'}]",32.2,Whkg−1,None
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",8.4,Whkg−1,None
Si / SiO,"[{'Si': '1.0'}, {'Si': '1.0', 'O': '1.0'}]",1446.82668,Wh/kg,None
Ferric oxide,"[{'Fe': '2.0', 'O': '3.0'}]",1007,Wh/kg,None
NiFe2O4 @ CNTs,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",760.43,Wh/kg,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",43,Wh/kg,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",530,Whkg−1,None
Li / LiFeSnO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'Sn': '1.0', 'O': '4.0'}]",272.5,Wh/kg,None
Li / FeS2,"[{'Li': '1.0'}, {'Fe': '1.0', 'S': '2.0'}]",580,Whkg−1,None
NiO @ C-2,"[{'Ni': '1.0', 'O': '1.0'}]",1222.4015385,Wh/kg,None
LiCo1.09Mn0.91O4,"[{'Li': '1.0', 'Co': '1.09', 'Mn': '0.91', 'O': '4.0'}]",487.70625,Wh/kg,None
Cu-doped LiNi0.45Cu0.05Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.45', 'Cu': '0.05', 'Mn': '1.5', 'O': '4.0'}]",371.06666667,Wh/kg,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",1.2,Whkg−1,None
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",33.1,Whkg−1,None
TiS3,"[{'Ti': '1.0', 'S': '3.0'}]",738.01153846,Wh/kg,None
Glycine,"[{'N': '1.0', 'H': '5.0', 'C': '2.0', 'O': '2.0'}]",114.1393728,Wh/kg,None
NiCoO2,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",8.44,Whkg−1,None
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",535.32031092,Wh/kg,None
CuCo2O4 @ Ni(OH)2 / / AC,"[{'O': '6.0', 'H': '2.0', 'Cu': '1.0', 'Co': '2.0', 'Ni': '1.0'}]",3.6,Wh/kg,None
PMMA / r-GO / Au / / PMMA / r-GO,"[{'Au': '1.0'}, {'Au': '1.0'}]",422,Whkg−1,None
PVP / MnCO3,"[{'P': '2.0', 'V': '1.0'}, {'Mn': '1.0', 'C': '1.0', 'O': '3.0'}]",197.96,Whkg−1,None
NiCl2,"[{'Ni': '1.0', 'Cl': '2.0'}]",499,Whkg−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",26,Whkg−1,None
Si / LCO,"[{'Si': '1.0'}, {'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",479.5,Whkg−1,None
Sn(II)-Li2FeSiO4 / C,"[{'I': '2.0', 'Sn': '1.0'}, {'C': '1.0'}]",958.0455,Wh/kg,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",387,Whkg−1,None
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",360.1748,Wh/kg,None
ZnO–MnO @ rGO,"[{'Zn': '1.0', 'O': '1.0'}]",185.4,Wh/kg,None
Na / C,"[{'Na': '1.0'}, {'C': '1.0'}]",202.125,Wh/kg,None
NiCoO2,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",21.09,Whkg−1,None
Li1.20Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",511.1803125,Wh/kg,None
Na2SiO3,"[{'Na': '2.0', 'Si': '1.0', 'O': '3.0'}]",200.2,Wh/kg,None
Cu(NO3)2·2.5H2O,"[{'N': '2.0', 'O': '6.0', 'Cu': '1.0'}]",2872.8006875,Wh/kg,None
PzS H,"[{'P': 'z', 'S': '1.0', 'H': '1.0'}]",44,Whkg-1,None
Na2S5,"[{'Na': '2.0', 'S': '5.0'}]",1927.2438312,Wh/kg,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",33.12,Whkg−1,None
CoS-48,"[{'Co': '1.0', 'S': '1.0'}]",1124.7686275,Wh/kg,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",33.5,Whkg−1,None
Na2S8,"[{'Na': '2.0', 'S': '8.0'}]",655.2,Wh/kg,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",495,Whkg−1,None
PSF–PEO35+LiTFSI+SN,"[{'P': '1.0', 'S': '1.0', 'F': '1.0'}]",3.528,Wh/kg,None
ZnFe2O4 / Fe2O3,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}, {'Fe': '2.0', 'O': '3.0'}]",3600,Wh/kg,None
HCoO2,"[{'H': '1.0', 'Co': '1.0', 'O': '2.0'}]",6.4255,Wh/kg,None
GeP5 / C,"[{'Ge': '1.0', 'P': '5.0'}, {'C': '1.0'}]",2455.95,Wh/kg,None
Stannous sulfide,"[{'Sn': '1.0', 'S': '1.0'}]",791.98730769,Wh/kg,None
ZnO0.28S0.72,"[{'Zn': '1.0', 'O': '0.28', 'S': '0.72'}]",420,Wh/kg,None
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",1.3,Whkg−1,None
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",10,Whkg−1,None
LiFSI / EMIFSI,"[{'Li': '1.0', 'F': '1.0', 'S': '1.0', 'I': '1.0'}]",2228.4,Wh/kg,None
Sb4O5Cl2-GAG,"[{'Sb': '4.0', 'O': '5.0', 'Cl': '2.0'}]",321.975,Wh/kg,None
LiFePO4 / C nanoparticles,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",363.97093333,Wh/kg,None
NVP / N-rGO,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",424.56857143,Wh/kg,None
CoO-CNT,"[{'Co': '1.0', 'O': '1.0'}]",2000,Wh/kg,None
NaBH4,"[{'Na': '1.0', 'B': '1.0', 'H': '4.0'}]",741.4,Wh/kg,None
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",1126.9833333,Wh/kg,None
TiNi,"[{'Ti': '1.0', 'Ni': '1.0'}]",126.74166507,Wh/kg,None
Ni0.85Se,"[{'Ni': '0.85', 'Se': '1.0'}]",23.25,Whkg−1,None
KMn48,"[{'K': '1.0', 'Mn': '48.0'}]",28.62,Whkg−1,None
TiO2 / Au,"[{'Ti': '1.0', 'O': '2.0'}, {'Au': '1.0'}]",247.474275,Wh/kg,None
CoSnO3 @ C,"[{'Co': '1.0', 'Sn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",795,Wh/kg,None
Cobalt carbonate,"[{'C': '3.0', 'O': '9.0', 'Co': '2.0'}]",1028.3723636,Wh/kg,None
Urea-doped Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",40,Whkg−1,None
LiCoO2 / C,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}, {'C': '1.0'}]",40,Wh/kg,Cath
FeS2 / N-doped graphene,"[{'Fe': '1.0', 'S': '2.0'}]",600,Whkg−1,None
CNTs / Nb2O5 / / AC,"[{'Nb': '2.0', 'O': '5.0'}]",5,Whkg−1,None
5S1PMo,"[{'S': '1.0', 'P': '1.0', 'Mo': '1.0'}]",25.5,Wh/kg,None
FeF3 / graphene,"[{'Fe': '1.0', 'F': '3.0'}]",882.1164,Wh/kg,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",15,Whkg−1,None
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",19.1,Whkg−1,None
CN-380,"[{'C': '1.0', 'N': '1.0'}]",915.3,Wh/kg,None
Ni / Fe,"[{'Ni': '1.0'}, {'Fe': '1.0'}]",100.7,Whkg−1,None
Ba0.95Ag0.05Li2Ti6O14,"[{'Ba': '0.95', 'Ag': '0.05', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",204.17438346,Wh/kg,None
ZnBr2,"[{'Zn': '1.0', 'Br': '2.0'}]",25,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",14.8,Whkg−1,None
NazMoO3,"[{'Na': 'z', 'Mo': '1.0', 'O': '3.0'}]",96.8,Wh/kg,None
Li(Ni0.65Co0.25Mn0.1)O2,"[{'Li': '1.0', 'Ni': '0.65', 'Co': '0.25', 'Mn': '0.1', 'O': '2.0'}]",742.5,Wh/kg,None
LiAl0.24Mn1.76O3.98S0.02,"[{'Li': '1.0', 'Al': '0.24', 'Mn': '1.76', 'O': '3.98', 'S': '0.02'}]",924.5,Wh/kg,None
LiCuVO4,"[{'Li': '1.0', 'Cu': '1.0', 'V': '1.0', 'O': '4.0'}]",1001.1348,Wh/kg,None
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",24.6,Whkg−1,None
Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",54,Whkg−1,None
LiFePO4(OH)0.32F0.68,"[{'O': '4.32', 'H': '0.32', 'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'F': '0.68'}]",401.865,Wh/kg,None
GNs @ Ge @ GeO2,"[{'Ge': '1.0'}, {'Ge': '1.0', 'O': '2.0'}]",870.17272727,Wh/kg,None
MnO2 / CNT / / Fe2O3 / CNT,"[{'Mn': '1.0', 'O': '2.0'}, {'Fe': '2.0', 'O': '3.0'}]",45.8,Whkg−1,None
Lithium iodide,"[{'Li': '1.0', 'I': '1.0'}]",759.61743301,Wh/kg,None
Sb / Sb2O3 @ C,"[{'Sb': '1.0'}, {'Sb': '2.0', 'O': '3.0', 'C': '1.0'}]",2060.1428571,Wh/kg,None
SnS2 / GNS,"[{'Sn': '1.0', 'S': '2.0'}]",3445,Wh/kg,None
PbSe,"[{'Pb': '1.0', 'Se': '1.0'}]",141.0878,Wh/kg,None
K0.27MnO2·0.6H2O / / AC,"[{'K': '0.27', 'Mn': '1.0', 'O': '2.0'}]",25.3,Whkg−1,None
LaY2Ni9,"[{'La': '1.0', 'Y': '2.0', 'Ni': '9.0'}]",232.231875,Wh/kg,None
Li2.95Na0.05V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '2.95', 'Na': '0.05', 'V': '2.0'}, {'C': '1.0'",804.8,Wh/kg,None
Na3Bi,"[{'Na': '3.0', 'Bi': '1.0'}]",356.36349206,Wh/kg,None
"Graphite / Cr,Si-LiCo0.9Fe0.1PO4","[{'Li': '1.0', 'Co': '0.9', 'Fe': '0.1', 'P': '1.0', 'O': '4.0'}]",510,Whkg-1,None
NiCd,"[{'Ni': '1.0', 'Cd': '1.0'}]",50,Wh/kg,None
AlH3,"[{'Al': '1.0', 'H': '3.0'}]",667,Whkg−1,None
MoS2 / carbon-6,"[{'Mo': '1.0', 'S': '2.0'}]",2354.1,Wh/kg,None
NiO / / CNTs,"[{'Ni': '1.0', 'O': '1.0'}]",27.8,Whkg−1,None
LiEuTiO4,"[{'Li': '1.0', 'Eu': '1.0', 'Ti': '1.0', 'O': '4.0'}]",175.36,Wh/kg,None
LTO / HCMS-C,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",80,Wh/kg,None
P-Cu3N NA / CF,"[{'C': '1.0', 'F': '1.0'}]",10.6,Whkg−1,None
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",224.7,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",580,Whkg-1,None
RGO / Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",9695.25,Wh/kg,None
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",650,Whkg−1,None
Ni20Sn80,"[{'Ni': '20.0', 'Sn': '80.0'}]",1984,Wh/kg,None
NiO / PANI,"[{'Ni': '1.0', 'O': '1.0'}]",855.71105556,Wh/kg,None
LiNi0.7Co0.15Al0.15O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.15', 'Al': '0.15', 'O': '2.0'}]",720,Wh/kg,None
LiTi2(PO4)3 / / AC,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",14,Whkg−1,None
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",823.38333333,Wh/kg,None
Cu2O @ Cu / / AC,"[{'Cu': '3.0', 'O': '1.0'}]",6.7,Whkg−1,None
NiFe2O4-CNTs,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",166.751,Wh/kg,None
VS4,"[{'V': '1.0', 'S': '4.0'}]",893.074,Wh/kg,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",424,Whkg−1,None
Lithium bis(trifluoromethanesulfo,"[{'Li': '1.0', 'C': '2.0', 'F': '6.0', 'N': '1.0', 'O': '4.0', 'S': '2.0'}]",50,Whkg−1,None
Ca2Ge7O16 / graphene,"[{'Ca': '2.0', 'Ge': '7.0', 'O': '16.0'}]",2850,Wh/kg,None
TiH2,"[{'Ti': '1.0', 'H': '2.0'}]",608.774375,Wh/kg,None
V6O13,"[{'V': '6.0', 'O': '13.0'}]",890,Wh/kg,None
LiMn0.5Fe0.5PO4,"[{'Li': '1.0', 'Mn': '0.5', 'Fe': '0.5', 'P': '1.0', 'O': '4.0'}]",568,Whkg−1,None
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",949.1,Whkg−1,None
Na3V2O2x(PO4)2F3−2x,"[{'P': '2.0', 'O': '2*x+8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",350,Whkg−1,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",573,Whkg−1,None
MnO2 @ C / TiO2,"[{'Mn': '1.0', 'O': '2.0', 'C': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",99.3,Whkg−1,None
Nb : TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",5.6,Whkg−1,None
NiO / Ru0.35V0.65O2,"[{'Ni': '1.0', 'O': '1.0'}, {'Ru': '0.35', 'V': '0.65', 'O': '2.0'}]",23,Whkg−1,None
RuO2 / GNs,"[{'Ru': '1.0', 'O': '2.0'}]",50.6,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",701.1,Whkg−1,None
Ni(OH)2 / graphene,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",77.8,Whkg−1,None
Si-doped Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",525,Wh/kg,None
Nickel sulfide,"[{'Ni': '2.0', 'S': '3.0'}]",27.4,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",21.03,Whkg−1,None
LiMn1.90Mg0.05Si0.05O4,"[{'Li': '1.0', 'Mn': '1.9', 'Mg': '0.05', 'Si': '0.05', 'O': '4.0'}]",562.803,Wh/kg,None
TiO2 / MoS2 @ NC-800-7 / / AC,"[{'Ti': '1.0', 'O': '2.0'}, {'Mo': '1.0', 'S': '2.0', 'N': '1.0', 'C': '1.0'}]",148,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",16.88,Wh/kg,None
Na / FeS2,"[{'Na': '1.0'}, {'Fe': '1.0', 'S': '2.0'}]",75,Whkg−1,None
LiOH·H2O,"[{'Li': '1.0', 'O': '1.0', 'H': '1.0'}]",3457,Whkg−1,None
