Name,Extracted_name,Value,Raw_unit,Type
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",446,Whkg−1,None
Sodium / Nickel Chloride,"[{'Na': '1.0'}, {'Ni': '1.0', 'Cl': '3.0'}]",90,Wh/kg,None
Na0.32V2O5·0.01H2O,"[{'Na': '0.32', 'V': '2.0', 'O': '5.0'}]",567.33333333,Wh/kg,None
ZnCO2O4,"[{'Zn': '1.0', 'C': '1.0', 'O': '6.0'}]",533.59166667,Wh/kg,None
Zn / Na0.95MnO2,"[{'Zn': '1.0'}, {'Na': '0.95', 'Mn': '1.0', 'O': '2.0'}]",78,Whkg−1,None
Na[Ni0.4Fe0.2Mn0.4−xTix]O2,"[{'Na': '1.0', 'Ni': '0.4', 'Fe': '0.2', 'Mn': '0.4-x', 'Ti': 'x', 'O': '2.0'}]",558.6,Wh/kg,None
LiCu0.6Mn1.4O4,"[{'Li': '1.0', 'Cu': '0.6', 'Mn': '1.4', 'O': '4.0'}]",144.9,Wh/kg,None
TiO2(B) / LiNi0.8Co0.1Mn0.1O2,"[{'B': '1.0', 'Ti': '1.0', 'O': '2.0'}, {'Li': '1.0', 'Ni': '0.8', 'Co': '0.1',",100,Whkg−1,None
V2O5-CNT,"[{'V': '2.0', 'O': '5.0'}]",53,Whkg−1,None
Method-2 H2O2,"[{'H': '2.0', 'O': '1.0'}]",362.475,Wh/kg,None
Si / PCNF,"[{'Si': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",528.26666667,Wh/kg,None
RuO2 / GNs,"[{'Ru': '1.0', 'O': '2.0'}]",33.1,Whkg−1,None
Lead oxide,"[{'Pb': '1.0', 'O': '2.0'}]",83,Whkg−1,None
NiCoMnO4,"[{'Ni': '1.0', 'Co': '1.0', 'Mn': '1.0', 'O': '4.0'}]",20,Whkg−1,None
FeS2 / C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",817.85454545,Wh/kg,None
MnO2 / / AC,"[{'Mn': '1.0', 'O': '2.0'}]",30,Whkg−1,None
NiBxOy,"[{'Ni': '1.0', 'B': 'x', 'O': 'y'}]",16.46,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",586,Whkg−1,None
SnO2 / C-2-600-1,"[{'Sn': '1.0', 'O': '2.0'}]",1080,Wh/kg,None
Li1.03Al0.2Mn1.8O3.96S0.04,"[{'Li': '1.03', 'Al': '0.2', 'Mn': '1.8', 'O': '3.96', 'S': '0.04'}]",256.0625,Wh/kg,None
Li2FeP2O7 / C,"[{'Li': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}, {'C': '1.0'}]",350.77166667,Wh/kg,None
Li(Mn0.46Ni0.46Ti0.05Li0.02)O2,"[{'Li': '1.02', 'Mn': '0.46', 'Ni': '0.46', 'Ti': '0.05', 'O': '2.0'}]",358.8,Wh/kg,None
Co3O4 / / carbon,"[{'Co': '3.0', 'O': '4.0'}]",17.9,Whkg−1,None
Li1-xCoO2,"[{'Li': '1-x', 'Co': '1.0', 'O': '2.0'}]",479.52222222,Wh/kg,None
LiPS,"[{'Li': '1.0', 'P': '1.0', 'S': '1.0'}]",500,Whkg−1,None
Na3V2(PO4)3 @ C / / C @ Sb,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0', 'C': '1.0'}, {'C': '1.0', '",726.825,Wh/kg,None
Cr2S3 @ C,"[{'Cr': '2.0', 'S': '3.0'}, {'C': '1.0'}]",1720.42,Wh/kg,None
CFO @ G-CE,"[{'C': '1.0', 'F': '1.0', 'O': '1.0'}]",1439.3528571,Wh/kg,None
Co3S4-S3,"[{'Co': '3.0', 'S': '4.0'}]",208.44,Wh/kg,None
Fe1−xCrxPO4,"[{'Fe': '1-x', 'Cr': 'x', 'P': '1.0', 'O': '4.0'}]",432.54166667,Wh/kg,None
Li(MgFe)PO4,"[{'Li': '1.0', 'Mg': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",569.5,Wh/kg,None
Cu(NO3)2,"[{'N': '2.0', 'O': '6.0', 'Cu': '1.0'}]",377.2158,Wh/kg,None
V2O5 / / C,"[{'V': '2.0', 'O': '5.0'}, {'C': '1.0'}]",28.25,Whkg−1,None
Li / LCO,"[{'Li': '1.0'}, {'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",372.5425,Wh/kg,None
PF-Ti3C2Tx-500,"[{'P': '1.0', 'F': '1.0'}]",474.5543,Wh/kg,None
NbN / NG-50,"[{'Nb': '1.0', 'N': '1.0'}]",122.7,Wh/kg,None
NiCo2O4 @ NiMn,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Ni': '1.0', 'Mn': '1.0'}]",866,Whkg−1,None
NiCoO2,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",7.11,Whkg−1,None
Potassium hydroxide,"[{'K': '1.0', 'O': '1.0', 'H': '1.0'}]",9.4,Whkg−1,None
Li0.6Na2.4V2(PO4)2F3 / Li,"[{'P': '2.0', 'O': '8.0', 'Li': '0.6', 'Na': '2.4', 'V': '2.0', 'F': '3.0'}, {'",431.6,Wh/kg,None
NaTi2(PO4),"[{'P': '1.0', 'O': '4.0', 'Na': '1.0', 'Ti': '2.0'}]",42.5,Whkg−1,None
NP-CN,"[{'N': '1.0', 'P': '1.0'}]",740,Wh/kg,None
Li1.2Ni0.16Mn0.51Mg0.05Co0.08O2,"[{'Li': '1.2', 'Ni': '0.16', 'Mn': '0.51', 'Mg': '0.05', 'Co': '0.08', 'O': '2.",417.6,Wh/kg,None
CuV2O6,"[{'Cu': '1.0', 'V': '2.0', 'O': '6.0'}]",1154.4816194,Wh/kg,None
Fe2O3 @ carbon,"[{'Fe': '2.0', 'O': '3.0'}]",814.841125,Wh/kg,None
LiCoO2(104),"[{'Li': '1.0', 'Co': '1.0', 'O': '2104.0'}]",440.3,Wh/kg,None
LTO-TO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",574.05,Wh/kg,None
RGO / α-Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",364.375,Wh/kg,None
Li4Ti5O12 / LiCoPO4,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Li': '1.0', 'Co': '1.0', 'P': '1.0'",287,Whkg−1,None
Y2NiMnO6,"[{'Y': '2.0', 'Ni': '1.0', 'Mn': '1.0', 'O': '6.0'}]",0.0629,Whkg−1,None
LiVPO4OH,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '5.0', 'H': '1.0'}]",441,Wh/kg,None
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",26,Whkg−1,None
CNT / Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",7.6,Whkg−1,None
Co oxides,"[{'Co': '2.0', 'O': '3.0'}]",92.4,Whkg−1,None
LixMnO4,"[{'Li': 'x', 'Mn': '1.0', 'O': '4.0'}]",1050,Wh/kg,None
Fe3O4–GNS,"[{'Fe': '3.0', 'O': '4.0'}]",7,Whkg−1,None
NiSe,"[{'Ni': '1.0', 'Se': '1.0'}]",245.04164724,Wh/kg,None
LixC6,"[{'Li': 'x', 'C': '6.0'}]",84.4,Whkg−1,None
LMO / LNMO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",581,Wh/kg,None
LCO–TiO2(0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",238.01066667,Wh/kg,None
Fe3O4 @ C-700,"[{'Fe': '3.0', 'O': '4.0'}]",591.975,Wh/kg,None
NiCo2S4 @ Ni(OH)2 / / AC,"[{'O': '2.0', 'H': '2.0', 'Ni': '2.0', 'Co': '2.0', 'S': '4.0'}]",53.3,Whkg−1,None
CuO / Co3O4,"[{'Cu': '1.0', 'O': '1.0'}, {'Co': '3.0', 'O': '4.0'}]",49.72,Whkg−1,None
CNT / Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",651.85725,Wh/kg,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",578,Whkg−1,None
Fe2V4O13,"[{'Fe': '2.0', 'V': '4.0', 'O': '13.0'}]",738,Whkg−1,None
CoO / Co–N–C-2,"[{'Co': '1.0', 'O': '1.0'}]",2073,Wh/kg,None
Li(Li0.20Mn0.55Ni0.15Co0.10)O2,"[{'Li': '1.2', 'Mn': '0.55', 'Ni': '0.15', 'Co': '0.1', 'O': '2.0'}]",1380,Wh/kg,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",260,Whkg−1,None
Sn @ SnOx @ MoS2 @ C,"[{'Sn': '1.0'}, {'Sn': '1.0', 'O': 'x'}, {'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'",2404.5,Wh/kg,None
Polyvinyl butyral,"[{'C': '8.0', 'H': '14.0', 'O': '2.0'}]",650,Wh/kg,None
N-doped carbonHNC,"[{'H': '1.0', 'N': '1.0', 'C': '1.0'}]",127,Wh/kg,None
Li2ZnAg0.15Ti2.85O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ag': '0.15', 'Ti': '2.85', 'O': '8.0'}]",265.48071429,Wh/kg,None
ZnO–C,"[{'Zn': '1.0', 'O': '1.0'}]",771.62625,Wh/kg,None
Co3O4 / / carbon,"[{'Co': '3.0', 'O': '4.0'}]",17.9,Whkg−1,None
LiAl0.1Cr0.4Mn1.5O4,"[{'Li': '1.0', 'Al': '0.1', 'Cr': '0.4', 'Mn': '1.5', 'O': '4.0'}]",182.965,Wh/kg,None
ZnO / MnO2 / / AC,"[{'Zn': '1.0', 'O': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",17,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",24.8,Whkg−1,None
Fe3O4 @ CNy-500-N2,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0', 'N': 'y-500'}]",2430,Wh/kg,None
2CH3COOH,"[{'C': '2.0', 'H': '4.0', 'O': '2.0'}]",1477,Whkg−1,None
LiMn2−X − YTiXFeYO4,"[{'Li': '1.0', 'Mn': '2.0'}]",225.86666667,Wh/kg,None
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",24.9,Whkg−1,None
NiCo2S4 / carbon,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",24.78,Wh/kg,None
Ni(OH)2 / graphene / / rGO,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",44,Whkg−1,None
BiVO4,"[{'Bi': '1.0', 'V': '1.0', 'O': '4.0'}]",152,Whkg−1,None
NiS (capsule-shaped)||RGO @ Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",43.7,Whkg−1,None
Cu(OH)2,"[{'O': '2.0', 'H': '2.0', 'Cu': '1.0'}]",19.7,Whkg−1,None
LiMnVO4,"[{'Li': '1.0', 'Mn': '1.0', 'V': '1.0', 'O': '4.0'}]",278.66666667,Wh/kg,None
Nb2O5 / carbon,"[{'Nb': '2.0', 'O': '5.0'}]",74,Whkg−1,None
CoGa2S4,"[{'Co': '1.0', 'Ga': '2.0', 'S': '4.0'}]",410,Wh/kg,None
Graphene / MnO2 / / graphene,"[{'Mn': '1.0', 'O': '2.0'}]",7,Whkg−1,None
Sodium vanadates,"[{'Na': '3.0', 'V': '1.0', 'O': '4.0'}]",1199.9516667,Wh/kg,None
LiPF6,"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",133,Wh/kg,None
Si / Ni,"[{'Si': '1.0'}, {'Ni': '1.0'}]",2840.25,Wh/kg,None
Li3MgTi5O12,"[{'Li': '3.0', 'Mg': '1.0', 'Ti': '5.0', 'O': '12.0'}]",253.5,Wh/kg,None
FeS2 @ carbon,"[{'Fe': '1.0', 'S': '2.0'}]",840,Whkg−1,None
SnS2-SP,"[{'Sn': '1.0', 'S': '2.0'}]",1016.0225,Wh/kg,None
SrLi2Ti6O14 / Li,"[{'Sr': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}, {'Li': '1.0'}]",78.866666667,Wh/kg,None
ZnP2,"[{'Zn': '1.0', 'P': '2.0'}]",997.02666667,Wh/kg,None
Co2SnO4,"[{'Co': '2.0', 'Sn': '1.0', 'O': '4.0'}]",1184.5484921,Wh/kg,None
AC / / PbO2,"[{'Pb': '1.0', 'O': '2.0'}]",29,Whkg−1,None
MoSe2-Ni(OH)2||AC,"[{'Mo': '1.0', 'Se': '2.0'}]",31.6,Whkg−1,None
MnO2 / / MnO2,"[{'Mn': '1.0', 'O': '2.0'}, {'Mn': '1.0', 'O': '2.0'}]",14.85,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",5.2,Wh/kg,None
Co3(OH)2V2O7·1.7H2O nanosheets,"[{'O': '9.0', 'H': '2.0', 'Co': '3.0', 'V': '2.0'}]",657,Wh/kg,None
TiO2 / MoS2 @ NC-800-7 / / AC,"[{'Ti': '1.0', 'O': '2.0'}, {'Mo': '1.0', 'S': '2.0', 'N': '1.0', 'C': '1.0'}]",54,Whkg−1,None
Li4Ti4.8Ni0.1Mn0.1O12,"[{'Li': '4.0', 'Ti': '4.8', 'Ni': '0.1', 'Mn': '0.1', 'O': '12.0'}]",331.17,Wh/kg,None
Ni2+ / NiO-PEDOT / / PEDOT,"[{'Ni': '2.0'}, {'Ni': '1.0', 'O': '1.0'}]",40.15,Wh/kg,None
NiMoO4-A5,"[{'Ni': '1.0', 'Mo': '1.0', 'O': '4.0'}]",1467.84,Wh/kg,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",450,Whkg−1,None
MnO2 / CNT,"[{'Mn': '1.0', 'O': '2.0'}]",15,Whkg−1,None
V2O5,"[{'V': '2.0', 'O': '5.0'}]",16,Whkg−1,None
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",1197,Wh/kg,None
Lithium / sulfur,"[{'Li': '1.0'}, {'S': '1.0'}]",2600,Whkg−1,None
Na4V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '4.0', 'V': '2.0'}]",380.25,Wh/kg,None
Mn3O4 / graphene,"[{'Mn': '3.0', 'O': '4.0'}]",59.6,Whkg−1,None
SnO2 / Cu,"[{'Sn': '1.0', 'O': '2.0'}, {'Cu': '1.0'}]",1261.3333333,Wh/kg,None
Ni3(VO4)2,"[{'V': '2.0', 'O': '8.0', 'Ni': '3.0'}]",25.3,Whkg−1,None
Polyvinyl-alcohol,"[{'O': '1.0', 'H': '4.0', 'C': '2.0'}]",110,Whkg−1,None
Li3Sb,"[{'Li': '3.0', 'Sb': '1.0'}]",666.43244143,Wh/kg,None
Cu2MoS4,"[{'Cu': '2.0', 'Mo': '1.0', 'S': '4.0'}]",1.51,Whkg−1,None
TiO2-MoS2-AuNP,"[{'Ti': '1.0', 'O': '2.0'}]",589,Whkg−1,None
PbOHCl,"[{'Pb': '1.0', 'O': '1.0', 'H': '1.0', 'Cl': '1.0'}]",1965.75,Wh/kg,None
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",1,Whkg−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",16,Whkg−1,None
Pb3P2O8,"[{'Pb': '3.0', 'P': '2.0', 'O': '8.0'}]",353.31666667,Wh/kg,None
SiO2 / Si / graphene / C,"[{'Si': '1.0', 'O': '2.0'}, {'Si': '1.0'}, {'C': '1.0'}]",550.41194444,Wh/kg,None
LiNi0.85Co0.10(TiMg)0.025O2,"[{'Ti': '0.025', 'Mg': '0.025', 'Li': '1.0', 'Ni': '0.85', 'Co': '0.1', 'O': '2",759.595,Wh/kg,None
LiNi0.48Co0.18Mn0.3Mg0.02Ti0.02O2,"[{'Li': '1.0', 'Ni': '0.48', 'Co': '0.18', 'Mn': '0.3', 'Mg': '0.02', 'Ti': '0.",470.375,Wh/kg,None
MoO3 / PPy / PANI,"[{'Mo': '1.0', 'O': '3.0'}, {'P': 'y+1'}]",63,Whkg−1,None
LiMn2O4 / CNT,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",36,Whkg−1,None
Perchloric acid,"[{'H': '1.0', 'Cl': '1.0', 'O': '4.0'}]",185.66545455,Wh/kg,None
CuCo2O4 / CuO / / rGO / Fe2O3,"[{'Cu': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Cu': '1.0', 'O': '1.0'}, {'Fe': '2.0",33,Whkg−1,None
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",301.3,Whkg−1,None
Carbonate,"[{'C': '1.0', 'O': '3.0'}]",12.67,Whkg−1,None
(NiCo)Ox,"[{'Ni': '1.0', 'Co': '1.0', 'O': 'x'}]",547.4,Wh/kg,None
Na0.67MnO2,"[{'Na': '0.67', 'Mn': '1.0', 'O': '2.0'}]",166,Whkg−1,None
Fe3C / Fe–N / C,"[{'Fe': '3.0', 'C': '1.0'}, {'C': '1.0'}]",801.02,Wh/kg,None
Cr(III),"[{'I': '3.0', 'Cr': '1.0'}]",517.17661111,Wh/kg,None
V2O5·0.55H2O,"[{'V': '2.0', 'O': '5.0'}]",566.1,Wh/kg,None
MnO2 / / MnO2,"[{'Mn': '1.0', 'O': '2.0'}, {'Mn': '1.0', 'O': '2.0'}]",26,Whkg−1,None
Ni3S2 @ β-NiS,"[{'Ni': '3.0', 'S': '2.0'}, {'Ni': '1.0', 'S': '1.0'}]",22.2,Whkg−1,None
CNT-G / / Mn3O4-G,"[{'Mn': '3.0', 'O': '4.0'}]",22.9,Whkg−1,None
Si / CNCs-3,"[{'Si': '1.0'}, {'C': '1.0', 'N': '1.0', 'Cs': '1.0'}]",919.02,Wh/kg,None
Cu oxides / hydroxides,"[{'Cu': '2.0', 'O': '3.0'}]",6.7,Whkg−1,None
Li1.25Ni0.25Mn0.75O2.375,"[{'Li': '1.25', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.375'}]",46,Wh/kg,None
Li1.3Nb0.3Cr0.4O2,"[{'Li': '1.3', 'Nb': '0.3', 'Cr': '0.4', 'O': '2.0'}]",1600,Wh/kg,None
NiCd,"[{'Ni': '1.0', 'Cd': '1.0'}]",52,Wh/kg,None
Bi2S3–PPy,"[{'Bi': '2.0', 'S': '3.0'}]",135.73636364,Wh/kg,None
Nickel disulfide,"[{'S': '6.0', 'Ni': '2.0'}]",1308.32,Wh/kg,None
NiCoO2 @ N-PCs,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",1882.65,Wh/kg,None
NaFex(Ni0.5Ti0.5)O2,"[{'Na': '1.0', 'Fe': 'x', 'Ni': '0.5', 'Ti': '0.5', 'O': '2.0'}]",286,Wh/kg,None
RuO2-GS / / PANi-GS,"[{'Ru': '1.0', 'O': '2.0'}]",18,Whkg−1,None
Cr2O3-C / / AC,"[{'Cr': '2.0', 'O': '3.0'}]",26.13,Whkg−1,None
Mg0.5Ti2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Mg': '0.5', 'Ti': '2.0'}]",245.5,Wh/kg,None
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",856.1,Wh/kg,None
NVP @ C-CC,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",396,Whkg−1,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",1042,Wh/kg,None
NiS2 / graphene,"[{'Ni': '1.0', 'S': '2.0'}]",1342.5,Wh/kg,None
CoOOH,"[{'Co': '1.0', 'O': '2.0', 'H': '1.0'}]",14,Whkg−1,None
LiCoPO4 / C nano,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",575,Whkg−1,None
Ni0.6Co0.4Se2,"[{'Ni': '0.6', 'Co': '0.4', 'Se': '2.0'}]",32.6,Whkg−1,None
C @ MoS2 @ C,"[{'C': '1.0'}, {'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",2062.1025,Wh/kg,None
Magnesium nitrate,"[{'N': '2.0', 'O': '6.0', 'Mg': '1.0'}]",237.175,Wh/kg,None
Acetyl acetone,"[{'C': '5.0', 'H': '8.0', 'O': '2.0'}]",1637.496,Wh/kg,None
Co9S8–Co4N,"[{'Co': '9.0', 'S': '8.0'}]",224.37,Wh/kg,None
Vanadium dioxide,"[{'V': '0.0', 'O': '2.0'}]",17,Whkg−1,None
Na0.78Li0.18Ni0.25Mn0.583Ow,"[{'Na': '0.78', 'Li': '0.18', 'Ni': '0.25', 'Mn': '0.583', 'O': 'w'}]",675,Whkg−1,None
NiCo2O4 @ NixCoyMoO4-2018,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Ni': 'x', 'Co': 'y', 'Mo': '1.0', 'O",64.7,Whkg−1,None
Ni3S2 / / N-G,"[{'Ni': '3.0', 'S': '2.0'}]",55.2,Whkg−1,None
MoS2 @ graphene,"[{'Mo': '1.0', 'S': '2.0'}]",2612.25,Wh/kg,None
MoO3 / / h-NCS @ PANI,"[{'Mo': '1.0', 'O': '3.0'}]",20,Whkg−1,None
Nickel sulfides,"[{'Ni': '2.0', 'S': '3.0'}]",19.8,Whkg−1,None
MnO2 / / AC,"[{'Mn': '1.0', 'O': '2.0'}]",67.5,Whkg−1,None
Li2O2,"[{'Li': '2.0', 'O': '2.0'}]",1350,Whkg−1,None
Fe(III),"[{'I': '3.0', 'Fe': '1.0'}]",81.946751887,Wh/kg,None
MnO / MnO2,"[{'Mn': '1.0', 'O': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",3.3,Whkg−1,None
Li[Ni0.8Co0.1Mn0.1]O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",766.8375,Wh/kg,None
LiBF4(AN) / Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",25,Whkg−1,None
CTAB-Sn(IV) @ Ti3C2,"[{'C': '19.0', 'H': '42.0', 'N': '1.0', 'Br': '1.0'}, {'Ti': '3.0', 'C': '2.0'}",45.31,Whkg−1,None
Ni2CO3(OH)2,"[{'O': '5.0', 'H': '2.0', 'Ni': '2.0', 'C': '1.0'}]",28.2,Whkg−1,None
K0.08Cu0.92O1−γ @ Ag,"[{'K': '0.08', 'Cu': '0.92', 'O': '1.0'}, {'Ag': '1.0'}]",1305.647,Wh/kg,None
NiAl,"[{'Ni': '1.0', 'Al': '1.0'}]",15.4,Whkg−1,None
Cu2O–Li2O,"[{'Cu': '2.0', 'O': '1.0'}]",915,Wh/kg,None
LFP-VACNT-CB,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",566.1,Wh/kg,None
Fe3O4 @ C-G,"[{'Fe': '3.0', 'O': '4.0'}]",2564.25,Wh/kg,None
12CSV2,"[{'C': '1.0', 'S': '1.0', 'V': '2.0'}]",16.4,Whkg−1,None
CoSi / / AC,"[{'Co': '1.0', 'Si': '1.0'}]",9.7,Whkg−1,None
Co3O4 @ TiO2 @ C,"[{'Co': '3.0', 'O': '4.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",890.016,Wh/kg,None
LaNi5,"[{'La': '1.0', 'Ni': '5.0'}]",244.4022,Wh/kg,None
Iron-based orthophosphate LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",578,Wh/kg,None
La0.7Nd0.1Mg0.2Ni3.1,"[{'La': '0.7', 'Nd': '0.1', 'Mg': '0.2', 'Ni': '3.1'}]",229.7,Wh/kg,None
CuPt-TBTC / NGr-90-based,"[{'Cu': '1.0', 'Pt': '1.0'}]",200,Wh/kg,None
V3O7 · H2O / Li,"[{'H': '2.0', 'O': '1.0'}, {'Li': '1.0'}]",430.1,Wh/kg,None
Li26Coo 4N,"[{'Li': '26.0', 'Co': 'o4', 'N': '1.0'}]",868,Wh/kg,None
Copper sulfide,"[{'Cu': '2.0', 'S': '3.0'}]",15.06,Whkg−1,None
VOOH,"[{'V': '1.0', 'O': '2.0', 'H': '1.0'}]",3.8,Whkg−1,None
CuO @ MnO2,"[{'Cu': '1.0', 'O': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",22.1,Whkg−1,None
Cu / Si,"[{'Cu': '1.0'}, {'Si': '1.0'}]",804.90882353,Wh/kg,None
Lithium vanadium phosphate,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",499.7,Whkg−1,None
Ni(OH)2 / / CNT-AC,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",50.6,Whkg−1,None
MnO / C-1,"[{'Mn': '1.0', 'O': '1.0'}]",1453.7142857,Wh/kg,None
NWC-700-10,"[{'N': '1.0', 'W': '1.0', 'C': '1.0'}]",41.3,Whkg−1,None
Li / FeS2,"[{'Li': '1.0'}, {'Fe': '1.0', 'S': '2.0'}]",860,Wh/kg,None
Ni3S2 / Ni,"[{'Ni': '3.0', 'S': '2.0'}, {'Ni': '1.0'}]",5,Wh/kg,None
AlH3,"[{'Al': '1.0', 'H': '3.0'}]",127,Whkg−1,None
NiO @ CNTs,"[{'Ni': '1.0', 'O': '1.0'}]",52.6,Whkg−1,None
Silver oxide,"[{'Ag': '2.0', 'O': '1.0'}]",135,Whkg−1,None
CuO–C,"[{'Cu': '1.0', 'O': '1.0'}]",1164.15,Wh/kg,None
Li1+xFe1−xPO4,"[{'Li': 'x+1', 'Fe': '1-x', 'P': '1.0', 'O': '4.0'}]",2.45,Wh/kg,None
2ZnO4-HD,"[{'Zn': '1.0', 'O': '4.0'}]",708.34,Wh/kg,None
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",7.1,Whkg−1,None
ZnO / / Ni-Co,"[{'Zn': '1.0', 'O': '1.0'}]",36,Whkg−1,None
"PC–FeF2, CB–FeF2","[{'P': '1.0', 'C': '1.0'}]",765.16363636,Wh/kg,None
NaAlg,"[{'Na': '1.0', 'Al': 'g'}]",1379.4923077,Wh/kg,None
LaNi0.9Cu0.1O3,"[{'La': '1.0', 'Ni': '0.9', 'Cu': '0.1', 'O': '3.0'}]",1150,Wh/kg,None
VOx / CNTs nano,"[{'V': '1.0', 'O': 'x'}]",495.73125,Wh/kg,None
LiFe0.5Mn0.5PO4 / C,"[{'Li': '1.0', 'Fe': '0.5', 'Mn': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",420.96876396,Wh/kg,None
Mg0.6Ni0.4O,"[{'Mg': '0.6', 'Ni': '0.4', 'O': '1.0'}]",1329.8478846,Wh/kg,None
NiCo hydroxide @ Ni3S2,"[{'Ni': '1.0', 'Co': '1.0'}, {'Ni': '3.0', 'S': '2.0'}]",92.8,Whkg−1,None
LiNaFe[PO4]F,"[{'P': '1.0', 'O': '4.0', 'Li': '1.0', 'Na': '1.0', 'Fe': '1.0', 'F': '1.0'}]",474.8,Wh/kg,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",397,Whkg−1,Cath
Mg65Cu25Nd10,"[{'Mg': '65.0', 'Cu': '25.0', 'Nd': '10.0'}]",428.0375,Wh/kg,None
LiNi1 / 3Co1 / 3Mn1 / 3O2(1−18),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '21.0'}]",616.5,Wh/kg,None
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",10.5,Whkg−1,None
