Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anod,435.0
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,719.0
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",100.715,Anod,1986.0
SiCN,"[{'Si': '1.0', 'C': '1.0', 'N': '1.0'}]",54.103,Anod,900.0
ZnHCF,"[{'Zn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",97.397,Cath,65.4
S0.6Se0.4 @ CNF,"[{'S': '0.6', 'Se': '0.4'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",95.84040000000002,Cath,346.0
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",103.604,Anod,1800.0
TiO2-S,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,260.0
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Anod,200.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Cath,247.0
Na3Â·32Fe2Â·34(P2O7)2 sodium,"[{'P': '4.0', 'O': '14.0'}]",347.882,Cath,100.0
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cath,901.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,170.0
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,665.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,149.3
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,140.0
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cath,106.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,148.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,255.6
Fe3O4 / Ag,"[{'Fe': '3.0', 'O': '4.0'}, {'Ag': '1.0'}]",339.401,Anod,720.0
CoS2 / C,"[{'Co': '1.0', 'S': '2.0'}, {'C': '1.0'}]",135.064,Cath,885.0
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",111.94244,Anod,972.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,117.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,628.0
HPHC / Se,"[{'H': '2.0', 'P': '1.0', 'C': '1.0'}, {'Se': '1.0'}]",123.972,Cath,435.0
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",150.682,Cath,776.0
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anod,330.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,37.7
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",92.947,Anod,609.0
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anod,387.9
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",100.715,Anod,2143.0
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,540.0
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,20.0
Li2MnSiO4 / carbon,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,140.0
SiN,"[{'Si': '1.0', 'N': '1.0'}]",42.092,Anod,1880.0
Li1.23Mn0.46Fe0.15Ni0.15O2,"[{'Li': '1.23', 'Mn': '0.46', 'Fe': '0.15', 'Ni': '0.15', 'O': '2.0'}]",82.98638000000001,Cath,255.0
Carbon / Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Cath,100.0
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anod,445.0
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cath,13.55
S @ MnO2 @ C,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",131.007,Cath,510.1
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,40.0
Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anod,169.6
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,120.2
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,380.0
Mg2+ / Fâ co-doped LiNi0.5Mn1.5,"[{'Mg': '2.0'}, {'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",231.2995,Cath,136.0
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,563.8
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,170.0
V10O24Â·12H2O,"[{'V': '10.0', 'O': '24.0'}]",893.391,Cath,164.5
Sn4P3 @ C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",579.7729999999999,Anod,49.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,117.0
LiNi0.5Co0.5PO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}]",160.723,Cath,29.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,755.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,760.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,156.0
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,504.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,44.3
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,155.8
LiVOPO4âLi3V2(PO4)3,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cath,114.1
MnO @ C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,279.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,250.0
LiLa0.01Zn0.01Mn1.98O4,"[{'Li': '1.0', 'La': '0.01', 'Zn': '0.01', 'Mn': '1.98', 'O': '4.0'}]",181.75614,Cath,118.0
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cath,180.0
Bi2S3 / C,"[{'Bi': '2.0', 'S': '3.0'}, {'C': '1.0'}]",526.151,Anod,673.0
Manganese dioxide,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anod,500.0
Ni0.25Mn0.75CO3,"[{'Ni': '0.25', 'Mn': '0.75', 'C': '1.0', 'O': '3.0'}]",115.88475,Anod,1012.0
K0.25Mn2O4,"[{'K': '0.25', 'Mn': '2.0', 'O': '4.0'}]",183.6465,Cath,221.0
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,918.3
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,1178.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,74.0
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,1005.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,159.3
ReS2 / rGO,"[{'Re': '1.0', 'S': '2.0'}]",250.33,Anod,383.0
SiN,"[{'Si': '1.0', 'N': '1.0'}]",42.092,Anod,1077.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,90.0
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",96.4535812,Cath,139.0
VOPO4,"[{'V': '1.0', 'O': '5.0', 'P': '1.0'}]",161.91049999999998,Cath,124.0
CdWO4,"[{'Cd': '1.0', 'W': '1.0', 'O': '4.0'}]",360.246,Anod,2304.1
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,553.7
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1005.0
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",114.9205,Cath,100.0
CNT / Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Cath,1270.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,169.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,572.0
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",147.985,Cath,2771.0
LiNi0.475Mn0.475Zr0.05O2,"[{'Li': '1.0', 'Ni': '0.475', 'Mn': '0.475', 'Zr': '0.05', 'O': '2.0'}]",97.473925,Cath,150.0
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anod,1022.0
Sn4P3 @ C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",579.7729999999999,Anod,700.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,280.0
Fe3O4 / C-3,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,783.2
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,100.0
ZnMn2O4,"[{'Zn': '1.0', 'Mn': '2.0', 'O': '4.0'}]",239.252,Anod,784.0
Li2SnO3-coated LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,119.5
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,115.0
Bi2Se3,"[{'Bi': '2.0', 'Se': '3.0'}]",654.873,Anod,523.3
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,72.2
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,181.1
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",107.294,Cath,44.0
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,889.0
LiCe0.05Mn1.95O4,"[{'Li': '1.0', 'Ce': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0711,Cath,87.0
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Cath,157.1
MnO2 / Ni / PVDF,"[{'Mn': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",145.62900000000002,Anod,1186.0
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,87.0
NaV6O15,"[{'Na': '1.0', 'V': '6.0', 'O': '15.0'}]",568.624,Cath,8.53
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",199.991,Anod,800.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,113.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,136.5
Fe2O3 / CNF,"[{'Fe': '2.0', 'O': '3.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",204.703,Anod,515.1
TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",308.675,Anod,173.3
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,924.0
SnO2âC,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,400.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,104.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,168.9
Bi2O3,"[{'Bi': '2.0', 'O': '3.0'}]",465.957,Anod,240.0
Si @ Si3N4 @ C,"[{'Si': '1.0'}, {'Si': '3.0', 'N': '4.0'}, {'C': '1.0'}]",180.379,Anod,881.0
Bi5Nb3O15 @ C,"[{'Bi': '5.0', 'Nb': '3.0', 'O': '15.0'}, {'C': '1.0'}]",1575.614,Anod,338.56
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,149.0
Li1.2Mn0.54Co0.13Ni0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Co': '0.13', 'Ni': '0.13', 'O': '2.0'}]",85.2839,Cath,276.3
LiNiVO4,"[{'Li': '1.0', 'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",180.5705,Cath,29.0
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,923.0
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anod,1760.0
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,414.6
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anod,380.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,162.8
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cath,49.41
Na oxide,"[{'Na': '2.0', 'O': '1.0'}]",61.979,Cath,15.0
CTAB-Si,"[{'C': '19.0', 'H': '42.0', 'N': '1.0', 'Br': '1.0'}]",364.456,Anod,1106.0
LiB,"[{'Li': '1.0', 'B': '1.0'}]",17.75,Anod,782.0
LiCoPO4 / C,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.854,Cath,120.0
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",114.9205,Cath,115.0
S @ TiO2 / Ti2C,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}, {'Ti': '2.0', 'C': '1.0'}]",219.67,Cath,317.7
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,282.0
Li2CoPO4F / C,"[{'Li': '2.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",198.792,Cath,133.0
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,610.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,65.0
Li4Ti4.95V0.05O12 / C,"[{'Li': '4.0', 'Ti': '4.95', 'V': '0.05', 'O': '12.0'}, {'C': '1.0'}]",471.247725,Anod,161.0
SnO2 / C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anod,533.4
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,711.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cath,430.0
ZnSnO3,"[{'Zn': '1.0', 'Sn': '1.0', 'O': '3.0'}]",232.087,Anod,780.0
Si @ C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,1131.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,136.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,820.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,124.7
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",78.9515,Anod,840.0
MnO / carbon,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,1222.8
LiCe0.05Mn1.95O4,"[{'Li': '1.0', 'Ce': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0711,Cath,46.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,10.0
SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cath,396.0
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",221.86900000000003,Anod,525.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,10.0
Na3V2(PO4)3 / rGO,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,400.0
Li2Zn0.6Cu0.4Ti3O8,"[{'Li': '2.0', 'Zn': '0.6', 'Cu': '0.4', 'Ti': '3.0', 'O': '8.0'}]",350.1194,Anod,190.1
Li2S / C,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cath,142.0
Li3V2(PO4)3 / rGO,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",407.613,Cath,81.0
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cath,155.0
Si / Sn,"[{'Si': '1.0'}, {'Sn': '1.0'}]",146.795,Anod,50.2
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cath,920.0
Li3V2(PO4)3 / C-20,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",407.613,Anod,400.0
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,571.6
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",133.06799999999998,Anod,1130.0
Mn3O4 / C,"[{'Mn': '3.0', 'O': '4.0'}, {'C': '1.0'}]",240.82100000000003,Anod,1351.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,101.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,330.0
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anod,15.0
Cr2O5,"[{'Cr': '2.0', 'O': '5.0'}]",183.987,Cath,270.0
NaFeF3,"[{'Na': '1.0', 'Fe': '1.0', 'F': '3.0'}]",135.829,Cath,128.0
CNT @ Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anod,156.2
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anod,410.0
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cath,153.0
NP-Si,"[{'N': '1.0', 'P': '1.0'}]",44.981,Anod,1223.9
RGO / TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",308.675,Anod,221.5
Si @ C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,213.0
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",112.257,Cath,189.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,770.0
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",199.991,Anod,783.0
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1210.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,575.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,120.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,120.9
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",407.613,Anod,88.3
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,126.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,141.0
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cath,224.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,781.0
LiMn1.5Ni0.5O4,"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.5', 'O': '4.0'}]",182.6895,Cath,137.0
SiBCN / GN-sp,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",64.91300000000001,Anod,844.2
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,250.0
Li1.05Ga0.02Mn1.98S3.02O3.98,"[{'Li': '1.05', 'Ga': '0.02', 'Mn': '1.98', 'S': '3.02', 'O': '3.98'}]",277.95592,Cath,120.0
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,1145.2
Li1Ti5O12,"[{'Li': '1.0', 'Ti': '5.0', 'O': '12.0'}]",438.263,Anod,175.0
Te / CFC,"[{'Te': '1.0'}, {'C': '2.0', 'F': '1.0'}]",170.61999999999998,Cath,273.0
SnO2âCu6Sn5 @ C-Cloth / C-Felt,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,681.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,350.0
Si @ TiN,"[{'Si': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",89.959,Anod,1375.2
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,50.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,125.2
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,41.7
Li2MgSnO4,"[{'Li': '2.0', 'Mg': '1.0', 'Sn': '1.0', 'O': '4.0'}]",220.891,Anod,504.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,50.0
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,583.0
K0.25Mn2O4,"[{'K': '0.25', 'Mn': '2.0', 'O': '4.0'}]",183.6465,Cath,147.0
Ti4O7 / MCO,"[{'Ti': '4.0', 'O': '7.0'}]",303.461,Cath,2500.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,136.0
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",111.94244,Anod,1337.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,123.0
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",247.242,Anod,1458.5
SnO2 / CNT,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,791.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,156.0
Vanadium oxide,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,185.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,148.0
MoSe2,"[{'Mo': '1.0', 'Se': '2.0'}]",253.892,Anod,580.0
Mo2C,"[{'Mo': '2.0', 'C': '1.0'}]",203.911,Anod,180.0
FeFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cath,112.0
ZnFe2O4,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",241.066,Anod,390.0
S @ MnO2 @ C,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",131.007,Cath,784.8
LiNi0.5Mn0.25Co0.25O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.25', 'Co': '0.25', 'O': '2.0'}]",96.75225,Cath,156.0
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cath,226.0
CNTs / Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,636.0
Ni3V2O8 @ CMK-3,"[{'Ni': '3.0', 'V': '2.0', 'O': '8.0'}]",405.954,Anod,390.1
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,58.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,117.6
CoSb3,"[{'Co': '1.0', 'Sb': '3.0'}]",424.213,Anod,778.0
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,150.0
SnO2 / C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anod,890.0
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,114.9
LiLa0.05Mn1.95O4,"[{'Li': '1.0', 'La': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0106,Cath,103.0
LiMn0.7Fe0.3PO4 / C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.1311,Cath,140.0
SnP3 / C,"[{'Sn': '1.0', 'P': '3.0'}, {'C': '1.0'}]",223.643,Anod,460.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,134.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,180.0
Li2MnSiO4 / C,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.91,Cath,240.0
LiCo0.4Ni0.6O2,"[{'Li': '1.0', 'Co': '0.4', 'Ni': '0.6', 'O': '2.0'}]",97.727,Cath,140.0
Co9S8 @ MoS2 / rGO,"[{'Co': '9.0', 'S': '10.0', 'Mo': '1.0'}]",946.947,Anod,1472.0
