Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Energy_in_Watt_hour_per_kg
Zn0.9Ni0.025In0.075,"[{'Zn': '0.9', 'Ni': '0.025', 'In': '0.075'}]",-0.10617398872007079,Anode,1.0974235698081611,-1.125835347921007,0.8828331468467433,0.03951748677817485
3Co1 / 3Mn1 / 3O2,"[{'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",-0.10586967050818406,Cathode,-0.5828905886152029,1.4535553223000472,0.21055891654958594,-0.29687344540955024
Li @ Cu,"[{'Li': '1.0'}, {'Cu': '1.0'}]",-0.10571172083746694,Anode,-0.273705085900921,-1.6485013521500103,0.4878720365471631,-0.6748292059245926
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",-0.1055785198758784,Anode,1.3636310047177609,-0.990077944225162,-1.302058101619018,0.349458073666698
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",-0.10446949634868334,Anode,1.200057761580537,0.9105257075166675,1.0509017044210325,-0.6740484991566115
CoO,"[{'Co': '1.0', 'O': '1.0'}]",-0.10439861335360297,Anode,0.39181350137307797,-1.2480170112472675,-1.150796399802158,-0.33576825659037196
PNP @ CNTs,"[{'P': '2.0', 'N': '1.0'}]",-0.10409647458707287,Anode,-0.5543454540285109,0.36749609273328776,1.0509017044210325,-0.38909052884348566
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",-0.10387791868557504,Anode,0.6740575287471112,0.36749609273328776,-2.1424008894904647,1.4049736239772352
LiC6,"[{'Li': '1.0', 'C': '6.0'}]",-0.1031953745121136,Anode,-0.4340710105452581,-0.6506844349855496,-1.049955265257584,-0.44764353644207316
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",-0.10303618311899557,Anode,-0.5107259225252513,-0.7185631368334721,0.966867425633888,-0.05729015245148982
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",-0.1029416724588884,Anode,-0.5639674095071712,-1.4109258956822814,0.7987988680595985,-0.3383445889247098
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",-0.10249451889825636,Anode,1.6571006468168976,-0.5576906134538957,-1.4701266591933073,1.240281969858072
VO2,"[{'V': '1.0', 'O': '2.0'}]",-0.1020336317573275,Anode,-0.3779429369197401,-1.4652288571606196,-4.41132641674337,-0.6268157396937509
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",-0.10203112131791842,Anode,0.4896367154061236,-1.3294714534647745,-1.537354082223023,-0.3719149799479
Li1.231Mn0.615Ni0.154O2,"[{'Li': '1.231', 'Mn': '0.615', 'Ni': '0.154', 'O': '2.0'}]",-0.10190745057501842,Cathode,-0.4661441954741255,1.5893127259958924,0.21055891654958594,0.025464764954513847
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",-0.10172750582232412,Cathode,1.0396918369361998,-0.11444269038696188,0.8912365747254573,1.3187133331829963
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",-0.1014169792347095,Cathode,-0.49549115968403923,1.3856766204521251,-1.8146672022206,-0.11377428711492725
Li1.2Mn0.56Ni0.16Co0.08O2,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",-0.10136694765401529,Cathode,-0.474002125781698,1.5893127259958924,0.3534171904877321,-0.025687142483612268
Li1.2Ni0.15Mn0.55Co0.1O2,"[{'Li': '1.2', 'Ni': '0.15', 'Mn': '0.55', 'Co': '0.1', 'O': '2.0'}]",-0.10135443975884173,Cathode,-0.3827539146590702,1.5893127259958924,-0.2096124773861374,0.18753948998740397
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",-0.10134122303371736,Cathode,-0.7371626081230552,-0.48098768036574335,-0.11717477072027874,-0.6668269615527858
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",-0.10116682133123835,Cathode,-0.442089306777475,1.4535553223000472,0.21055891654958594,0.018438404042683258
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",-0.10115571632867575,Anode,0.6403806845718004,-0.31129092574593714,-0.7306250058664345,0.6765742094508068
3Mn0.8Fe0.1Ti0.1O2,"[{'Mn': '0.8', 'Fe': '0.1', 'Ti': '0.1', 'O': '2.0'}]",-0.10103533337536424,Cathode,-0.523619342866656,1.0462831112125126,0.21055891654958594,-0.23166881614776322
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",-0.10093624780861628,Cathode,-0.35388804822308956,1.4535553223000472,0.21055891654958594,0.21595721634191853
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",-0.10092209779072336,Anode,0.2073926880320903,0.36749609273328776,0.21055891654958594,0.7234166155296768
Ni / Si,"[{'Ni': '1.0'}, {'Si': '1.0'}]",-0.10089994685476072,Anode,5.812181754351672,-0.6506844349855496,0.5971165989704509,4.113635755487893
MnO2-280H,"[{'Mn': '1.0', 'O': '2.0'}]",-0.10085328221633282,Cathode,0.7125453506617522,0.36749609273328776,-4.159223580381937,-0.5179071455603782
MnS-(ZnCo)S / N-C,"[{'Mn': '1.0', 'S': '1.0'}]",-0.10083497077593706,Anode,-0.11975379824235739,0.36749609273328776,0.21055891654958594,0.24562407352520285
Nickel phosphide,"[{'Ni': '1.0', 'P': '1.0'}]",-0.1000466928014807,Anode,0.04702676338775319,-1.397350155312697,0.21055891654958594,-0.5257142132401899
CoP,"[{'Co': '1.0', 'P': '1.0'}]",-0.09997580980640033,Anode,0.04702676338775319,0.36749609273328776,0.21055891654958594,0.48920458513532683
NiHCF,"[{'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",-0.09973864711869392,Cathode,-0.6585833050473301,0.5711321982770551,0.21055891654958594,-0.5272756267761521
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",-0.0996724896566189,Cathode,-0.4789734694456725,0.18422359774389704,-0.2096124773861374,-0.31526689686318654
NiOOH,"[{'Ni': '1.0', 'O': '2.0', 'H': '1.0'}]",-0.09944655010980018,Cathode,-0.31379656706200526,-0.8882598914532783,0.21055891654958594,-0.4349570514623792
Orthosilicate,"[{'Si': '1.0', 'O': '4.0'}]",-0.09933372800929725,Cathode,-0.7323516303837251,0.028102583493675323,0.21055891654958594,-0.6545308299570823
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",-0.0991488415304626,Cathode,-0.2913453376117981,-1.6009862608564644,0.21055891654958594,-0.573337326087041
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",-0.09910631173341439,Cathode,-0.5944369351895952,-0.03977611835424723,0.21055891654958594,-0.49448594252094313
Phosphate,"[{'P': '1.0', 'O': '4.0'}]",-0.09848047395601722,Cathode,-0.43888198828458824,-0.6506844349855496,0.21055891654958594,-0.4511567168979884
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",-0.09830533388900613,Cathode,-0.7387662673694986,-1.6349256117804258,0.21055891654958594,-0.6814652134524326
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",-0.09829263401905423,Anode,0.9885351069746562,-0.9221992423772395,0.9500605698764587,0.2517213933831357
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",-0.09824907051166107,Cathode,-0.5618826524867948,1.7997367017244525,-0.79785242889615,-0.2019293532350566
Titanate,"[{'Ti': '1.0', 'O': '3.0'}]",-0.09821643479934282,Anode,-0.04790986400169435,1.5214340241479702,0.21055891654958594,0.9355814867962388
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",-0.09819915706929198,Cathode,-0.5941162033403066,-0.31129092574593714,1.0088845650274603,-0.37269568671588116
LiNi0.45Mn0.45Co0.1O2,"[{'Li': '1.0', 'Ni': '0.45', 'Mn': '0.45', 'Co': '0.1', 'O': '2.0'}]",-0.0981865310357933,Cathode,-0.485388106431446,1.24991921675628,0.21055891654958594,-0.11787299764682838
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",-0.09815221185234187,Cathode,-0.7147113786728481,1.270282827310657,-0.4449084579901422,-0.5973440592024619
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",-0.09812399155992549,Cathode,-0.46454053622768215,1.3856766204521251,0.21055891654958594,-0.0459699043157629
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",-0.09804230446059664,Cathode,-0.49821738040299296,1.4535553223000472,0.4626617529110199,-0.10725538560228448
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",-0.09801308920720599,Cathode,-0.6329247571042361,0.36749609273328776,0.21055891654958594,-0.5038544237367172
Li1.05Ni1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.05', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",-0.09793981946354294,Cathode,-0.5014246988958797,0.028102583493675323,0.21055891654958594,-0.3734763934838623
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",-0.09790218685448648,Cathode,-0.5214704394764218,1.4535553223000472,-0.31045361193071125,-0.32663398740499233
MnO @ NC-Z,"[{'Mn': '1.0', 'O': '1.0'}, {'N': '1.0', 'C': '1.0'}]",-0.09789421251753995,Anode,0.7606551280550533,-1.0715323864426691,0.21055891654958594,-0.032619818583284936
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",-0.0978656821120201,Cathode,-0.5142539728674267,-0.31129092574593714,0.21055891654958594,-0.44764353644207316
LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",-0.09779837280127503,Cathode,-0.6906564899761974,1.3856766204521251,0.21055891654958594,-0.5413283485998132
ZnS,"[{'Zn': '1.0', 'S': '1.0'}]",-0.09775096979831502,Anode,0.28757565035425886,-0.31129092574593714,0.21055891654958594,0.3330632315390935
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",-0.0977413873034176,Cathode,-0.7535038958443132,1.3177979186042028,0.21055891654958594,-0.6790731279153384
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",-0.09769455874806356,Cathode,-0.3955831886306172,0.028102583493675323,0.21055891654958594,-0.24465977676696982
LiCo0.95Mn0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Mn': '0.05', 'O': '2.0'}]",-0.09768267107909695,Cathode,-0.44369296602391833,0.36749609273328776,0.21055891654958594,-0.22748422787138414
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",-0.09768038214904749,Cathode,-0.4212417365737111,0.7747683038208227,-0.6886078664728622,-0.0972623389721255
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",-0.09767683799929346,Cathode,-0.4869917656778894,0.36749609273328776,0.21055891654958594,-0.29072147607785864
LiCo0.7Ni0.3O2,"[{'Li': '1.0', 'Co': '0.7', 'Ni': '0.3', 'O': '2.0'}]",-0.09764494065150729,Cathode,-0.5302905653318604,0.23173868903744266,0.21055891654958594,-0.37581851378780584
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",-0.09762367575298318,Cathode,-0.442089306777475,0.97840440936459,0.8828331468467433,-0.3617657919641448
Li1.5Ni0.25Mn0.75O2+d,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",-0.09750147642292273,Cathode,-0.4998210396494363,-0.31129092574593714,0.21055891654958594,-0.43359081461841215
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",-0.09742207270114207,Cathode,-0.5205082439285558,1.0462831112125126,0.21055891654958594,-0.22561053162822936
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",-0.09741476407365766,Cathode,-0.46951187989165666,1.24991921675628,0.21055891654958594,-0.08463831053387007
K0.3MnO2,"[{'K': '0.3', 'Mn': '1.0', 'O': '2.0'}]",-0.09738905303926713,Cathode,-0.5367052023176339,1.0462831112125126,0.21055891654958594,-0.2571510850546685
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",-0.09734043911847451,Anode,-0.17267455337498863,-0.935774982746824,-3.1508122349362004,-0.37578728551708657
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",-0.09729008265738616,Cathode,-0.35388804822308956,-0.6506844349855496,0.21055891654958594,-0.38909052884348566
Na0.80Li0.12Ni0.22Mn0.66O2,"[{'Na': '0.8', 'Li': '0.12', 'Ni': '0.22', 'Mn': '0.66', 'O': '2.0'}]",-0.09687841784962437,Cathode,-0.5655710687536145,1.1820405149083577,0.21055891654958594,-0.29493729262495694
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",-0.09677928207408819,Cathode,-0.4340710105452581,1.24991921675628,0.21055891654958594,-0.01044774637261982
Na0.75Mn0.7Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",-0.09664150620585885,Cathode,-0.3250221817871089,0.7747683038208227,-3.739052186446213,0.07137032291180641
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",-0.09610766569570163,Anode,-0.20795505679674278,0.36749609273328776,1.0172879929061742,0.11680745680831035
Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",-0.09610028205038076,Cathode,-0.5288472720100613,0.97840440936459,0.21055891654958594,-0.25284939076309226
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",-0.09600900542692413,Cathode,-0.6701456882141867,-0.03977611835424723,0.21055891654958594,-0.5829431421602812
Na0.8Li0.1Ni0.31Mn0.62O2,"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",-0.0960083143177221,Cathode,-0.6265101201184626,1.3177979186042028,-0.9659209864704393,-0.4070467845070525
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",-0.09593800429351862,Cathode,-0.5302905653318604,1.3856766204521251,0.21055891654958594,-0.19001030300828817
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",-0.0959304582080007,Anode,0.07909994831662061,0.028102583493675323,-0.79785242889615,0.3330632315390935
Na0.67Mn0.65Ni0.2Co0.15O2,"[{'Na': '0.67', 'Mn': '0.65', 'Ni': '0.2', 'Co': '0.15', 'O': '2.0'}]",-0.09590519137371266,Cathode,-0.6056625499146988,-0.6506844349855496,0.21055891654958594,-0.5729469727030504
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",-0.09583033597744967,Cathode,1.0974235698081611,-0.07371546927820835,1.0509017044210325,1.4371777781564583
Li1.4Ni0.3Mn0.7O2.4,"[{'Li': '1.4', 'Ni': '0.3', 'Mn': '0.7', 'O': '2.4'}]",-0.09576090017685218,Cathode,-0.2262367722061972,1.24991921675628,0.21055891654958594,0.4246245212879247
K0.5MnO2,"[{'K': '0.5', 'Mn': '1.0', 'O': '2.0'}]",-0.09507956692122334,Cathode,-0.5784003427251615,-0.6506844349855496,0.21055891654958594,-0.5530389501195306
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",-0.09506698518959657,Cathode,-0.6216991423791325,0.97840440936459,0.21055891654958594,-0.42914078604091954
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",-0.09494187670327972,Cathode,-0.5623637502607278,0.97840440936459,0.21055891654958594,-0.31648479942123714
NaCrO2,"[{'Na': '1.0', 'Cr': '1.0', 'O': '2.0'}]",-0.09493218936061873,Cathode,-0.5575527725213977,0.36749609273328776,-2.7306408410004774,-0.3937747694513727
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",-0.09484063215863991,Cathode,-0.5062356766352099,0.7068896019729002,0.21055891654958594,-0.25832214520664026
Li2S / KB / C,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}, {'C': '1.0'}]",-0.09467376177438819,Cathode,-0.1133391612565839,-0.24341222389801456,1.0509017044210325,-0.026061881732243154
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",-0.094651758511332,Cathode,-0.5928332759431518,-0.175533522050092,0.966867425633888,-0.507757957576623
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",-0.09464688530542022,Anode,3.6169326118953413,0.028102583493675323,0.21055891654958594,4.638856233647223
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",-0.09420357124035501,Anode,-0.3250221817871089,-1.6349256117804258,0.21055891654958594,-0.6713940961454755
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",-0.09411703491719439,Anode,-0.49661372115654956,-1.125835347921007,0.2945931953367306,-0.6678028450127622
Na0.67Ni0.33Mn0.57Sn0.1O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.57', 'Sn': '0.1', 'O': '2.0'}]",-0.0940545249759079,Cathode,-0.5059149447859211,-0.31129092574593714,0.21055891654958594,-0.43952418605506904
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",-0.09350877021566092,Cathode,-0.5543454540285109,-0.990077944225162,0.21055891654958594,-0.5842672208387774
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",-0.09345457425900573,Cathode,-0.5623637502607278,0.028102583493675323,0.21055891654958594,-0.6685835517807434
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",-0.0933748308895403,Cathode,-0.45171126225613517,1.1820405149083577,0.21055891654958594,-0.062130534412973
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",-0.09320293962647037,Cathode,-0.3747356184268534,-0.6506844349855496,0.21055891654958594,-0.20406302483194916
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",-0.09258817731705453,Cathode,-0.5703820464929447,0.5711321982770551,0.21055891654958594,-0.29150218284583984
VS2,"[{'V': '1.0', 'S': '2.0'}]",-0.0925465335574448,Cathode,1.4486249447792594,-0.6506844349855496,0.5466960316981646,-0.4062660777390713
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",-0.09202864467463881,Cathode,-0.6986747862084143,0.5575564579074705,0.21055891654958594,-0.5922304298721852
CoCO3,"[{'Co': '1.0', 'C': '1.0', 'O': '3.0'}]",-0.0914007394765518,Anode,0.8616856605809856,-1.017229424964331,-1.0331484095001549,0.07361875840359217
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",-0.0913844954568459,Cathode,0.46397816746302967,-0.24341222389801456,0.21055891654958594,0.5641524348615189
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",-0.09109948674746021,Anode,0.9258320304387205,0.4353747945812103,0.21055891654958594,1.8545045809807912
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",-0.09109830536420886,Cathode,-0.5293283697839943,-0.5149270312897046,0.21055891654958594,-0.21343150604772315
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",-0.09088565637896774,Cathode,-0.39879050712350395,0.028102583493675323,0.21055891654958594,-0.46716120564160235
PVK,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",-0.09078863527945147,Cathode,-0.6569796458008866,1.1820405149083577,0.21055891654958594,-0.4818384928796483
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",-0.09053316115134928,Anode,0.4511488934914827,-1.533107559008542,-4.167627008260651,-0.5644372689320557
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",-0.0904266889858223,Cathode,-0.6906564899761974,0.09598128534159787,0.21055891654958594,-0.6006620629663818
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",-0.09025716048925508,Cathode,0.5185025818421043,-1.3294714534647745,0.21055891654958594,-0.3719149799479
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",-0.08987084816606704,Cathode,0.3998317976052948,-0.24341222389801456,0.21055891654958594,0.4985730663511009
LiCoBO3,"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",-0.08970574985669232,Cathode,-0.597644253682482,1.0462831112125126,0.21055891654958594,-0.37581851378780584
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",-0.08968005477097568,Cathode,0.08391092605595073,0.36749609273328776,0.21055891654958594,0.5430733521260274
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",-0.08965554106851038,Cathode,0.38379520514086113,-0.6506844349855496,0.21055891654958594,0.14959714106351935
NVPF @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}, {'C': '1.0'}]",-0.08904077875909452,Cathode,-0.546327157796294,1.24991921675628,0.21055891654958594,-0.29150218284583984
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",-0.08874055974034786,Anode,0.08391092605595073,-1.4312895062366582,0.21055891654958594,-0.5421090553677943
Sn / C,"[{'Sn': '1.0'}, {'C': '1.0'}]",-0.08792156580135668,Anode,-0.07324768009549963,-0.31129092574593714,-0.6213804434431467,0.059815862745685185
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",-0.08776399881020926,Anode,3.5750771055631696,-1.1937140497689296,-0.15919191011385106,0.7936802246479818
