Name,Extracted_name,Value,Raw_unit,Type
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",4.5,V,Cath
LixCoO2,"[{'Li': 'x', 'Co': '1.0', 'O': '2.0'}]",3.9,VversusL,Cath
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",3.1,V,Anod
Li3V2(P0.95B0.05O4)3 / C,"[{'P': '2.85', 'B': '0.15', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}",4.8,V,Cath
LiNi0.70Co0.30O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.3', 'O': '2.0'}]",3.75,V,Cath
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",3,V,Anod
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",2.4,V,Anod
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",3,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",2.5,V,Cath
Li1.26Mn0.52Fe0.22O2,"[{'Li': '1.26', 'Mn': '0.52', 'Fe': '0.22', 'O': '2.0'}]",4.8,V,Cath
Na1.86Fe3(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '1.86', 'Fe': '3.0'}]",3.75,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.17,V,Cath
CS-Ex,"[{'C': '1.0', 'S': '1.0'}]",1.8,V,Cath
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",3.66,V,Cath
LixMn2O4,"[{'Li': 'x', 'Mn': '2.0', 'O': '4.0'}]",4,V,Cath
FeSi6 / C,"[{'Fe': '1.0', 'Si': '6.0'}, {'C': '1.0'}]",0.4,V,Anod
Li2FeP2O7 pyrophosphate,"[{'Li': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}]",3.5,Vvs,Cath
Ti4O7 / MCO,"[{'Ti': '4.0', 'O': '7.0'}]",2.2,V,Cath
LMO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",3.5,V,Cath
LiFeSO4F,"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",3.6,V,Cath
Ti3C2,"[{'Ti': '3.0', 'C': '2.0'}]",2.1,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",3,V,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",0.05,V,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",2,V,Cath
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",0.76,V,Anod
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",1.25,V,Anod
TiOxNy,"[{'Ti': '1.0', 'O': 'x', 'N': 'y'}]",1,V,Anod
Li4C24H8O8,"[{'Li': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",1.1,V,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.3,V,Cath
Maghemite / PPy,"[{'Fe': '2.0', 'O': '3.0'}, {'P': 'y+1'}]",2.3,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.6,Vvs.Li+,Cath
LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",4.2,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4.5,V,Cath
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",2,V,Anod
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.43,V,Cath
Sn / Cu @ C,"[{'Sn': '1.0'}, {'Cu': '1.0', 'C': '1.0'}]",2.2,V,Anod
MoS2âx / HMC-S,"[{'Mo': '1.0', 'S': '2-x'}]",0.19,mV,Cath
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",2.5,V,Anod
LiNiPO4,"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}]",5.1,V,Cath
Pd / Pt,"[{'Pd': '1.0'}, {'Pt': '1.0'}]",3,V,Anod
NaV3(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '1.0', 'V': '3.0'}, {'C': '1.0'}]",1.8,V,Anod
LiTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",0.65,V,Anod
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",2.5,Vvs.Na+,Anod
V2O5,"[{'V': '2.0', 'O': '5.0'}]",2.85,V,Cath
Li[Ni0.5Mn1.5]O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",4.7,V versus,Cath
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",3.6,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",2.5,V,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",4.7,VversusL,Cath
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",2.5,VversusL,Cath
NaVPO4F,"[{'Na': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",0.2,V vs,Cath
Li2CoTi3O8,"[{'Li': '2.0', 'Co': '1.0', 'Ti': '3.0', 'O': '8.0'}]",0.56,V,Anod
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",0.16,V,Cath
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",3,V,Anod
Fe0.5Ti2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Fe': '0.5', 'Ti': '2.0'}]",3,V,Anod
(LNMO)95 @ (YBCO)5,"[{'Y': '5.0', 'B': '5.0', 'C': '5.0', 'O': '5.0'}]",4.9,V,Cath
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",2.2,V,Anod
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",5,V,Cath
LiFe0.2Mn1.8O4,"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '1.8', 'O': '4.0'}]",2.7,V,Cath
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",0.8,V,Cath
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",3.4,V,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",1,V,Cath
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",2.35,V,Cath
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",3,V,Anod
LiNi1âxMgxO2,"[{'Li': '1.0', 'Ni': '1-x', 'Mg': 'x', 'O': '2.0'}]",4.5,V,Cath
Pt / C,"[{'Pt': '1.0'}, {'C': '1.0'}]",2.7,V,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",3,V,Anod
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",0.8,V,Cath
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",4.3,V,Cath
Li[Li0.2Ni0.2Mn0.6]O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",4.8,V,Cath
Ni3S2 / Ni,"[{'Ni': '3.0', 'S': '2.0'}, {'Ni': '1.0'}]",0.45,V,Cath
LiFePO4 / CâSn,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",2,V,Cath
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",1.28,V,Anod
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",4.9,V,Cath
Mn2CoO4,"[{'Mn': '2.0', 'Co': '1.0', 'O': '4.0'}]",0.02,V,Anod
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",1.7,V,Anod
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",4.1,V,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",1.8,V,Anod
LiMn 2 O 4 and CaCO 3-coated LiMn,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4.1,V,Cath
K3PW12O40,"[{'K': '3.0', 'P': '1.0', 'W': '12.0', 'O': '40.0'}]",0.1,V,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",3,V,Cath
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",1.5,V vs. Li,Anod
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",3,V,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",3,V,Anod
K0.23V2O5,"[{'K': '0.23', 'V': '2.0', 'O': '5.0'}]",0.82,V,Anod
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",4.33,V,Cath
NPV,"[{'N': '1.0', 'P': '1.0', 'V': '1.0'}]",3,V vs. Li,Anod
Si / SiOx @ C,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x', 'C': '1.0'}]",2,V,Anod
LiFe0.4Cu0.4Mn1.2O4,"[{'Li': '1.0', 'Fe': '0.4', 'Cu': '0.4', 'Mn': '1.2', 'O': '4.0'}]",3.13,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",2.5,V,Cath
SnCoC,"[{'Sn': '1.0', 'Co': '1.0', 'C': '1.0'}]",0.2,V,Anod
Li3Fe2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Fe': '2.0'}, {'C': '1.0'}]",0.1,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",2.5,VversusL,Cath
NFS,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",4.5,V vs. Na,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.4,VvsLi,Cath
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",0.97,V versus,Anod
Li9V3(P2O7)3(PO4)2 / carbon,"[{'P': '8.0', 'O': '29.0', 'Li': '9.0', 'V': '3.0'}]",4.6,V,Cath
S0.94Se0.06,"[{'S': '0.94', 'Se': '0.06'}]",0.8,V,Cath
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",0.5,V,Cath
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",3.5,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",1.5,V,Cath
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",3,V,Cath
Sb2O3 / Ti3C2Tx,"[{'Sb': '2.0', 'O': '3.0'}]",2.5,V,Anod
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",3.4,V,Cath
MnFe2O4,"[{'Mn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",1.3,V,Anod
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",1.9,V,Anod
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",1.65,V,Anod
NaTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '1.0', 'Ti': '2.0'}]",2.1,V,Anod
Cu0.02Mg0.02,"[{'Cu': '0.02', 'Mg': '0.02'}]",1.5,V,Cath
Li3FeF6 / CNTs,"[{'Li': '3.0', 'Fe': '1.0', 'F': '6.0'}]",2.9,V,Cath
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",2.5,V,Anod
Pt / C,"[{'Pt': '1.0'}, {'C': '1.0'}]",1.027,V,Cath
BP-Al,"[{'B': '1.0', 'P': '1.0'}]",2.2,V,Cath
Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",3,V,Cath
Li1.05Ni1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.05', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",4.3,V,Cath
Li2S / CNT / C-N / O,"[{'Li': '2.0', 'S': '1.0'}, {'O': '1.0'}]",0.08,V,Cath
Na1âxCrO2,"[{'Na': '1-x', 'Cr': '1.0', 'O': '2.0'}]",3.6,V,Cath
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",3,V vs. Li,Anod
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",4.7,V,Cath
Nd-doped Li3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",4.1,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4,V,Cath
Ag / MnO2-3,"[{'Ag': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",0.85,V,Cath
Na4MnV(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '4.0', 'Mn': '1.0', 'V': '1.0'}]",3.3,V,Cath
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",4.3,V,Cath
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",3.05,V,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",4.5,V vs. Li,Cath
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",0.25,mV,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",2.5,Vvs.Li,Cath
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",1,V,Anod
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",2,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.2,V,Cath
Na2MnPO4F,"[{'Na': '2.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",3.6,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.3,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.5,V,Cath
PdO / C,"[{'Pd': '1.0', 'O': '1.0'}, {'C': '1.0'}]",2.75,V,Cath
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",3.6,V vs. Na,Cath
Pt / Ti4O7,"[{'Pt': '1.0'}, {'Ti': '4.0', 'O': '7.0'}]",1.5,V,Cath
CoO,"[{'Co': '1.0', 'O': '1.0'}]",1.8,V,Anod
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",1.4,V,Anod
Li2FeSiO4 / CNTs / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",4.5,V,Cath
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.45,V,Cath
LiFeÎ±NiÎ²CoÎ³PO4,"[{'Li': '1.0', 'Fe': 'Î±', 'Ni': 'Î²', 'Co': 'Î³', 'P': '1.0', 'O': '4.0'}]",5,V,Cath
Li2.1Ru0.9Co0.1O3,"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",4,V,Cath
Ti4O7,"[{'Ti': '4.0', 'O': '7.0'}]",4.2,V,Cath
CoSn,"[{'Co': '1.0', 'Sn': '1.0'}]",1.6,V,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.4,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4.3,Vvs.Li+,Cath
K2FeO4,"[{'K': '2.0', 'Fe': '1.0', 'O': '4.0'}]",1.27,V,Cath
Na3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",3.9,Vvs.Na+,Cath
Li3V1.9Ti0.05Mg0.05(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.9', 'Ti': '0.05', 'Mg': '0.05'}",3,Vvs.Li,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.8,V,Cath
ZnO @ GN-1,"[{'Zn': '1.0', 'O': '1.0'}]",0.5,V,Anod
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",4.8,V,Cath
VS2,"[{'V': '1.0', 'S': '2.0'}]",1.5,V,Anod
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",0.9,V,Cath
LiNi0.85Co0.15O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.15', 'O': '2.0'}]",0.05,mV,Cath
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",4.3,Vvs.Li+,Cath
Li2âxCr0.2Mn1.8O4,"[{'Li': '2-x', 'Cr': '0.2', 'Mn': '1.8', 'O': '4.0'}]",4.4,V,Cath
0.5Li2MnO3-0.5LiMn0.5Ni0.5O2,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",3.28,V,Cath
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",2,VvsLi,Anod
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",2.7,V vs. Li,Anod
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",2.5,V,Cath
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",2.5,V,Cath
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",3,V,Cath
Li1.09Mn1.91O4,"[{'Li': '1.09', 'Mn': '1.91', 'O': '4.0'}]",4.3,V,Cath
LiNi0.35Co0.25Cr0.05Mn0.35O2,"[{'Li': '1.0', 'Ni': '0.35', 'Co': '0.25', 'Cr': '0.05', 'Mn': '0.35', 'O': '2.",2.5,V,Cath
Li[Li0.2Ni0.2Mn0.6]O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",4.2,V,Cath
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",0.1,V,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",1,V,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",4.2,VversusL,Cath
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",0.6,V,Cath
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",0.7,V,Anod
Si / copper,"[{'Si': '1.0'}, {'Cu': '1.0'}]",1.6,Vvs.Li+,Anod
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",3,V,Anod
Li3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",4.5,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.5,V,Cath
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",4.5,V,Cath
In2O3,"[{'In': '2.0', 'O': '3.0'}]",0.8,V,Cath
KMnHCF,"[{'K': '1.0', 'Mn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",0.6,V,Anod
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",2.5,Vvs.Li,Cath
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.2,V vs. Li,Cath
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",2.6,V,Cath
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",3,V,Anod
Na1.5VPO4.8F0.7,"[{'Na': '1.5', 'V': '1.0', 'P': '1.0', 'O': '4.8', 'F': '0.7'}]",3.3,V,Cath
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",0.67,V,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4,V,Cath
LiNi0.5Co0.5PO4 / C,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",4.44,V,Cath
SiCN,"[{'Si': '1.0', 'C': '1.0', 'N': '1.0'}]",1,V,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",3.41,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.2,V,Cath
BP2000 carbon,"[{'B': '1.0', 'P': '2000.0'}]",3,Vvs.,Anod
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",4.5,Vvs.Li,Anod
OBC,"[{'O': '1.0', 'B': '1.0', 'C': '1.0'}]",1,VversusL,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",3,V,Cath
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",3.9,V vs Li+,Cath
0.5Li[Ni0.5Mn1.5]O4Â·0.5[Li2MnO3Â,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",2,Vvs,Cath
Ni(OH)2 / CNTs,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",0.4,mV,Cath
TiOxNy,"[{'Ti': '1.0', 'O': 'x', 'N': 'y'}]",0.05,V,Anod
CoO / Ti3C2,"[{'Co': '1.0', 'O': '1.0'}, {'Ti': '3.0', 'C': '2.0'}]",0.8,V,Anod
NVP-750,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",0.174,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.2,V,Cath
S / PPy,"[{'S': '1.0'}, {'P': 'y+1'}]",1.5,V,Cath
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",4.2,V,Cath
Maghemite / PPy,"[{'Fe': '2.0', 'O': '3.0'}, {'P': 'y+1'}]",2.5,V,Cath
CoCu / graphene,"[{'Co': '1.0', 'Cu': '1.0'}]",2.5,V,Cath
Na3FeF6 / CNTs,"[{'Na': '3.0', 'Fe': '1.0', 'F': '6.0'}]",4.5,V,Cath
LFP / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",4.2,V,Cath
LiNi1-x-yCoxMnyO2,"[{'Li': '1.0', 'Ni': '-x-y+1', 'Co': 'x', 'Mn': 'y', 'O': '2.0'}]",4.5,V,Cath
Li3V(MoO4)3,"[{'Mo': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.0'}]",2.1,V,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",5,V,Cath
SnSb,"[{'Sn': '1.0', 'Sb': '1.0'}]",2.7,V,Anod
Li[Li0.3Cr0.1Mn0.6]O2,"[{'Li': '1.3', 'Cr': '0.1', 'Mn': '0.6', 'O': '2.0'}]",4.5,V,Cath
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",3.9,V,Cath
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",2.73,V,Cath
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",3,V,Anod
Co / N / S-CNPs,"[{'Co': '1.0'}, {'N': '1.0'}]",1.51,V,Cath
LMO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",4.11,V,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",2.2,V,Cath
Maghemite / PPy,"[{'Fe': '2.0', 'O': '3.0'}, {'P': 'y+1'}]",3,V,Cath
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",2.39,V vs. Li,Cath
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",4.02,V,Cath
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",2.08,V,Anod
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",1,V,Cath
NVP @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",3.31,V,Cath
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",1.5,V,Anod
CoO / Ti3C2,"[{'Co': '1.0', 'O': '1.0'}, {'Ti': '3.0', 'C': '2.0'}]",1.7,V,Anod
NiFe2O4âCNT,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",4.5,V,Cath
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",0.7,V,Anod
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",4.2,V,Cath
RuO2 / NiO,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0', 'O': '1.0'}]",2.75,V,Cath
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",2,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",5,V,Cath
V2O5,"[{'V': '2.0', 'O': '5.0'}]",3.06,V,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",4.5,V,Cath
LiMnBO3 / C,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",4.5,V,Cath
LiMn204,"[{'Li': '1.0', 'Mn': '204.0'}]",3.5,V,Cath
