Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Conductivity_in_Siemens_per_cm,Energy_in_Watt_hour_per_kg
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,82.9,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,62.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,61.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,47.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,63.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,53.1,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,1.3,96.2,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,82.9,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,62.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,61.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,47.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,63.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,53.1,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,0.57,96.2,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,82.9,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,62.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,61.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,47.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,63.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,53.1,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,96.2,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,82.9,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,62.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,61.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,47.0,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,63.5,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,53.1,,
SnO2-Fe2O3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1034.1,3.0,96.2,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,82.9,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,62.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,61.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,47.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,63.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,53.1,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.8,96.2,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,82.9,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,62.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,61.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,47.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,63.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,53.1,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,1.3,96.2,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,82.9,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,62.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,61.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,47.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,63.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,53.1,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,0.57,96.2,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,82.9,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,62.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,61.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,47.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,63.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,53.1,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,96.2,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,82.9,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,62.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,61.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,47.0,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,63.5,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,53.1,,
SnO2 / rGO,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,204.0,3.0,96.2,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,82.9,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,62.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,61.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,47.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,63.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,53.1,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.8,96.2,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,82.9,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,62.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,61.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,47.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,63.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,53.1,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,1.3,96.2,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,82.9,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,62.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,61.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,47.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,63.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,53.1,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,0.57,96.2,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,82.9,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,62.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,61.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,47.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,63.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,53.1,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,96.2,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,82.9,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,62.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,61.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,47.0,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,63.5,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,53.1,,
SnO2-R,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,207.0,3.0,96.2,,
SnS,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,439.0,1.15,68.0,0.0083,
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,567.0,1.15,68.0,0.0083,
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,112.0,1.0,,,144.0
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,112.0,4.2,,,144.0
FePO4Â·2H2O,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Anod,80.0,1.0,,,144.0
FePO4Â·2H2O,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Anod,80.0,4.2,,,144.0
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,73.0,1.0,,,144.0
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,73.0,4.2,,,144.0
ZFO @ PPY,"[{'P': '2.0', 'Y': '1.0'}]",150.854,Anod,1346.0,,,,
FeS2 @ CF-NS,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0', 'F': '1.0'}]",150.974,Anod,727.0,,,,
Li2Ru0.75Mn0.25O3,"[{'Li': '2.0', 'Ru': '0.75', 'Mn': '0.25', 'O': '3.0'}]",151.414,Cath,230.0,,,,
GeSe,"[{'Ge': '1.0', 'Se': '1.0'}]",151.601,Anod,707.12,,,,
FeTiO3,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}]",151.709,Anod,142.4,,,,
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anod,130.0,4.5,,,
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",151.989,Anod,60.5,,,,
Ge @ TiO2,"[{'Ge': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",152.49499999999998,Anod,1460.0,,,,
NiTiO3,"[{'Ni': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.55700000000002,Anod,500.0,,,,
CoTiO3,"[{'Co': '1.0', 'Ti': '1.0', 'O': '3.0'}]",154.797,Anod,520.0,,,,
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.024,Cath,3870.0,1.85,,,
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",155.08205,Anod,776.6,3.0,67.54,,
CNT / S / ZrO2,"[{'S': '1.0'}, {'Zr': '1.0', 'O': '2.0'}]",155.282,Cath,1138.0,,,,
,,155.413,,,0.43,,,
NP2-Si @ TiO2,"[{'N': '1.0', 'P': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",155.82,Anod,889.5,,,,
MoO3 / C,"[{'Mo': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.958,Anod,500.0,,72.5,,
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cath,100.0,4.0,,1e-09,697.0
Fe-doped LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cath,107.0,4.0,,1e-09,697.0
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",157.0294,Cath,148.0,1.8,,,
LiTi0.08Fe0.92PO4,"[{'Li': '1.0', 'Ti': '0.08', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",157.11676,Cath,160.0,2.0,,,
LiMn0.7Fe0.3PO4-C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",157.1201,Cath,158.0,,,,
LiMn0.7Fe0.3PO4,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",157.1201,Cath,158.0,,,,
LiMn0.21Fe0.79PO4,"[{'Li': '1.0', 'Mn': '0.21', 'Fe': '0.79', 'P': '1.0', 'O': '4.0'}]",157.56453000000002,Cath,108.45,,,,
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,0.2,99.0,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.9,99.0,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.3,99.0,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,2.0,99.0,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,4.2,99.0,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,84.3,0.01,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,5.0,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,5.0,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,5.0,71.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,0.01,400.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,0.01,600.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,56.7,3.0,99.0,0.01,71.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,5.0,400.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,5.0,600.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,5.0,71.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,0.01,400.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,0.01,600.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,84.3,0.01,71.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,154.4,0.2,99.0,5.0,400.0
