Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Energy_in_Watt_hour_per_kg
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anode,715.0,0.62,73.8,443.3
PNP @ CNTs,"[{'P': '2.0', 'N': '1.0'}]",75.955,Anode,125.0,3.0,100.0,375.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anode,891.0,3.0,62.0,2673.0
LiC6,"[{'Li': '1.0', 'C': '6.0'}]",79.006,Anode,200.0,1.5,75.0,300.0
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anode,152.2,1.4,99.0,800.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,119.0,0.38,97.0,440.0
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,1504.0,1.637,70.0,2462.0480000000002
VO2,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anode,235.0,0.3,35.0,70.5
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anode,776.0,0.5,69.2,397.0
Li1.231Mn0.615Ni0.154O2,"[{'Li': '1.231', 'Mn': '0.615', 'Ni': '0.154', 'O': '2.0'}]",83.366732,Cathode,180.0,4.8,90.0,906.0
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",83.976,Cathode,1119.0,2.29,98.1,2562.51
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cathode,161.7,4.5,65.9,727.65
Li1.2Mn0.56Ni0.16Co0.08O2,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",85.19680000000001,Cathode,175.1,4.8,91.7,840.4799999999999
Li1.2Ni0.15Mn0.55Co0.1O2,"[{'Li': '1.2', 'Ni': '0.15', 'Mn': '0.55', 'Co': '0.1', 'O': '2.0'}]",85.23915000000001,Cathode,232.0,4.8,85.0,1113.6
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",85.2839,Cathode,11.0,1.75,86.1,19.25
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",85.87440000000001,Cathode,195.0,4.6,90.0,896.9999999999999
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",85.912,Anode,870.0,2.0,78.8,1740.0
3Mn0.8Fe0.1Ti0.1O2,"[{'Mn': '0.8', 'Fe': '0.1', 'Ti': '0.1', 'O': '2.0'}]",86.31960000000001,Cathode,144.16,4.0,90.0,576.64
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",86.65509,Cathode,250.0,4.6,90.0,1150.0
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",86.70299999999999,Anode,600.0,3.0,90.0,1800.0
Ni / Si,"[{'Ni': '1.0'}, {'Si': '1.0'}]",86.77799999999999,Anode,4095.0,1.5,94.6,6142.5
MnO2-280H,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,915.0,3.0,38.0,210.0
MnS-(ZnCo)S / N-C,"[{'Mn': '1.0', 'S': '1.0'}]",86.998,Anode,396.0,3.0,90.0,1188.0
Nickel phosphide,"[{'Ni': '1.0', 'P': '1.0'}]",89.667,Anode,500.0,0.4,90.0,200.0
CoP,"[{'Co': '1.0', 'P': '1.0'}]",89.907,Anode,500.0,3.0,90.0,1500.0
NiHCF,"[{'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",90.71,Cathode,60.0,3.3,90.0,198.0
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",90.934,Cathode,172.0,2.73,85.0,469.56
NiOOH,"[{'Ni': '1.0', 'O': '2.0', 'H': '1.0'}]",91.699,Cathode,275.0,1.15,90.0,316.25
Orthosilicate,"[{'Si': '1.0', 'O': '4.0'}]",92.081,Cathode,14.0,2.5,90.0,35.0
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",92.707,Cathode,289.0,0.1,90.0,139.0
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",92.851,Cathode,100.0,2.4,90.0,240.0
Phosphate,"[{'P': '1.0', 'O': '4.0'}]",94.97,Cathode,197.0,1.5,90.0,295.5
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",95.563,Cathode,10.0,0.05,90.0,0.5
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Anode,1087.1,1.1,98.8,1195.81
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cathode,120.3,5.11,78.0,614.7330000000001
Titanate,"[{'Ti': '1.0', 'O': '3.0'}]",95.864,Anode,440.8,4.7,90.0,2071.76
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,100.2,2.0,99.5,396.0
LiNi0.45Mn0.45Co0.1O2,"[{'Li': '1.0', 'Ni': '0.45', 'Mn': '0.45', 'Co': '0.1', 'O': '2.0'}]",95.96525,Cathode,168.0,4.3,90.0,722.4
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cathode,25.0,4.33,82.2,108.25
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cathode,181.0,4.5,90.0,814.5
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.4535812,Cathode,160.0,4.6,93.0,736.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cathode,76.0,3.0,90.0,228.0
Li1.05Ni1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.05', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.8005812,Cathode,158.0,2.5,90.0,395.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cathode,145.5,4.6,83.8,455.0
MnO @ NC-Z,"[{'Mn': '1.0', 'O': '1.0'}, {'N': '1.0', 'C': '1.0'}]",96.955,Anode,945.0,0.88,90.0,831.6
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cathode,150.0,2.0,90.0,300.0
LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.2795,Cathode,40.0,4.5,90.0,180.0
ZnS,"[{'Zn': '1.0', 'S': '1.0'}]",97.44,Anode,650.0,2.0,90.0,1300.0
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",97.472445,Cathode,0.81,4.4,90.0,3.5640000000000005
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cathode,224.0,2.5,90.0,560.0
LiCo0.95Mn0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Mn': '0.05', 'O': '2.0'}]",97.67125,Cathode,194.0,3.0,90.0,582.0
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cathode,208.0,3.6,79.3,748.8000000000001
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",97.691,Cathode,167.0,3.0,90.0,501.0
LiCo0.7Ni0.3O2,"[{'Li': '1.0', 'Co': '0.7', 'Ni': '0.3', 'O': '2.0'}]",97.799,Cathode,140.0,2.8,90.0,392.0
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,195.0,3.9,98.0,410.0
Li1.5Ni0.25Mn0.75O2+d,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",98.28475000000002,Cathode,159.0,2.0,90.0,318.0
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",98.5536,Cathode,146.1,4.0,90.0,584.4
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",98.578346,Cathode,177.9,4.3,90.0,764.97
K0.3MnO2,"[{'K': '0.3', 'Mn': '1.0', 'O': '2.0'}]",98.6654,Cathode,136.0,4.0,90.0,544.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anode,363.0,1.08,50.0,392.04
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",99.0005,Cathode,250.0,1.5,90.0,375.0
Na0.80Li0.12Ni0.22Mn0.66O2,"[{'Na': '0.8', 'Li': '0.12', 'Ni': '0.22', 'Mn': '0.66', 'O': '2.0'}]",100.39434,Cathode,118.0,4.2,90.0,495.6
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",100.73,Cathode,200.0,4.3,90.0,860.0
Na0.75Mn0.7Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",101.19649,Cathode,268.0,3.6,43.0,964.8000000000001
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anode,341.0,3.0,99.6,1023.0
Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",103.029,Cathode,140.9,3.9,90.0,549.51
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cathode,52.79,2.4,90.0,126.696
Na0.8Li0.1Ni0.31Mn0.62O2,"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",103.34039,Cathode,80.0,4.4,76.0,352.0
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",103.57845000000002,Cathode,140.0,4.5,90.0,630.0
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",103.604,Anode,520.0,2.5,78.0,1300.0
Na0.67Mn0.65Ni0.2Co0.15O2,"[{'Na': '0.67', 'Mn': '0.65', 'Ni': '0.2', 'Co': '0.15', 'O': '2.0'}]",103.68955,Cathode,93.0,1.5,90.0,139.5
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",103.943,Cathode,1155.0,2.35,100.0,2714.25
Li1.4Ni0.3Mn0.7O2.4,"[{'Li': '1.4', 'Ni': '0.3', 'Mn': '0.7', 'O': '2.4'}]",104.1781,Cathode,329.6,4.3,90.0,1417.28
K0.5MnO2,"[{'K': '0.5', 'Mn': '1.0', 'O': '2.0'}]",106.485,Cathode,110.0,1.5,90.0,165.0
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",106.5276,Cathode,83.0,3.9,90.0,323.7
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",106.9512,Cathode,120.0,3.9,90.0,468.0
NaCrO2,"[{'Na': '1.0', 'Cr': '1.0', 'O': '2.0'}]",106.984,Cathode,123.0,3.0,55.0,369.0
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",107.294,Cathode,155.0,3.5,90.0,542.5
Li2S / KB / C,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}, {'C': '1.0'}]",107.859,Cathode,400.0,2.1,100.0,840.0
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cathode,101.0,2.2,99.0,223.0
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",107.95,Anode,2726.1,2.5,90.0,6815.25
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",109.451,Anode,268.0,0.05,90.0,13.4
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anode,161.0,0.8,91.0,18.0
Na0.67Ni0.33Mn0.57Sn0.1O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.57', 'Sn': '0.1', 'O': '2.0'}]",109.95565,Cathode,155.2,2.0,90.0,310.4
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",111.8035,Cathode,125.0,1.0,90.0,125.0
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",111.987,Cathode,120.0,2.5,90.0,17.0
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",112.257,Cathode,189.0,4.2,90.0,793.8000000000001
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cathode,237.0,1.5,90.0,612.0
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",114.9205,Cathode,115.0,3.3,90.0,500.0
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cathode,1374.0,1.5,94.0,353.0
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",116.815,Cathode,35.0,3.28,90.0,114.8
CoCO3,"[{'Co': '1.0', 'C': '1.0', 'O': '3.0'}]",118.941,Anode,1008.0,0.96,75.2,967.68
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",118.996,Cathode,760.0,2.1,90.0,1596.0
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",119.961,Anode,1048.0,3.1,90.0,3248.8
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Cathode,140.6,1.7,90.0,600.0
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",120.685,Cathode,222.0,2.5,90.0,275.0
PVK,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",121.0135,Cathode,61.0,4.2,90.0,256.2
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Anode,752.0,0.2,37.9,150.4
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",122.239,Cathode,40.0,2.6,90.0,104.0
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",122.813,Cathode,794.0,0.5,90.0,397.0
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",124.121,Cathode,720.0,2.1,90.0,1512.0
LiCoBO3,"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",124.68,Cathode,98.0,4.0,90.0,392.0
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",124.767,Cathode,523.0,3.0,90.0,1569.0
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",124.85,Cathode,710.0,1.5,90.0,1065.0
NVPF @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}, {'C': '1.0'}]",126.9315,Cathode,130.0,4.3,90.0,500.0
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",127.948,Anode,523.0,0.35,90.0,179.0
Sn / C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anode,425.0,2.0,80.1,950.0
VB2 / Ni,"[{'V': '1.0', 'B': '2.0'}, {'Ni': '1.0'}]",131.2545,Anode,2700.0,0.7,85.6,1889.9999999999998
LiMnBO3 / C,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",132.696,Cathode,120.0,4.5,90.0,540.0
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",133.06799999999998,Anode,1130.0,0.81,99.0,915.3000000000001
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",134.709,Anode,1000.0,1.0,90.0,1000.0
NiS2 / C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",134.824,Cathode,315.0,1.6,90.0,1082.0
NaMnF3,"[{'Na': '1.0', 'Mn': '1.0', 'F': '3.0'}]",134.922,Cathode,150.0,3.84,90.0,576.0
Li3VO4 / CâNi,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",135.7575,Anode,325.0,3.0,90.0,975.0
NaFeF3,"[{'Na': '1.0', 'Fe': '1.0', 'F': '3.0'}]",135.829,Cathode,50.0,3.1,90.0,500.0
KVPF,"[{'K': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",140.0115,Cathode,84.0,3.4,90.0,285.59999999999997
Sodium titanate,"[{'Na': '2.0', 'Ti': '1.0', 'O': '3.0'}]",141.844,Anode,150.0,2.5,90.0,375.0
SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cathode,395.0,0.5,90.0,197.5
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anode,22.0,2.05,69.5,45.099999999999994
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Anode,61.0,3.7,90.2,225.70000000000002
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",147.985,Cathode,4352.0,0.17,90.0,739.84
V2O3 / rGO,"[{'V': '2.0', 'O': '3.0'}]",149.88,Anode,1393.2,0.1,100.0,139.32000000000002
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",150.682,Cathode,675.0,0.16,99.0,108.0
SnO2 / MXene,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anode,736.0,0.8,82.9,588.8000000000001
SnS,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anode,439.0,1.15,68.0,504.84999999999997
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cathode,112.0,1.0,90.0,144.0
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anode,130.0,4.5,90.0,585.0
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",155.024,Cathode,3870.0,1.85,90.0,7159.5
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",155.08205,Anode,776.6,3.0,67.54,2329.8
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cathode,100.0,4.0,90.0,697.0
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",157.0294,Cathode,148.0,1.8,90.0,266.40000000000003
LiTi0.08Fe0.92PO4,"[{'Li': '1.0', 'Ti': '0.08', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",157.11676,Cathode,160.0,2.0,90.0,320.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cathode,56.7,0.2,84.3,400.0
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anode,1500.0,3.0,66.0,4500.0
PI-3,"[{'P': '1.0', 'I': '1.0'}]",157.874,Cathode,522.0,4.4,90.0,2296.8
MoP2,"[{'Mo': '1.0', 'P': '2.0'}]",157.898,Anode,1152.0,0.1,90.0,115.2
VPO4 @ C / graphene,"[{'V': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}]",157.9225,Anode,1074.6,3.0,90.0,3223.7999999999997
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",158.0098,Cathode,163.3,5.0,90.0,816.5
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",158.032,Cathode,243.5,2.8,90.0,454.0
Li2.1Ru0.9Co0.1O3,"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",159.4273,Cathode,250.0,3.6,90.0,900.0
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anode,350.0,0.8,75.0,280.0
Ru / Ni,"[{'Ru': '1.0'}, {'Ni': '1.0'}]",159.76299999999998,Cathode,803.0,2.9,95.4,2328.7
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cathode,453.0,0.45,100.0,215.0
LiNi0.5Co0.5PO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}]",160.723,Cathode,50.0,4.8,90.0,240.0
LiCoPO4,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",160.84300000000002,Cathode,100.0,5.0,90.0,500.0
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cathode,67.0,2.2,90.0,550.0
Li2FeSiO4,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",161.806,Cathode,94.0,4.2,90.0,394.8
V2O3 / C,"[{'V': '2.0', 'O': '3.0'}, {'C': '1.0'}]",161.891,Anode,1041.5,3.0,90.0,3124.5
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anode,1032.0,0.9,98.0,18.0
Nickel oxide,"[{'Ni': '2.0', 'O': '3.0'}]",165.38299999999998,Anode,1111.08,1.5,90.0,1666.62
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",165.863,Anode,1036.0,2.75,90.0,2849.0
Ti3C2 / S @ PDA,"[{'Ti': '3.0', 'C': '2.0'}]",167.623,Cathode,160.0,2.1,90.0,336.0
C6O6 @ graphene,"[{'C': '6.0', 'O': '6.0'}]",168.06,Cathode,155.0,1.5,90.0,232.5
PIB,"[{'P': '1.0', 'I': '1.0', 'B': '1.0'}]",168.684,Anode,250.0,0.7,90.0,175.0
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cathode,89.7,0.66,90.0,59.202000000000005
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cathode,137.4,4.5,90.0,618.3000000000001
