Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Energy_in_Watt_hour_per_kg
LiMn0.6Fe0.4PO4 / C,"[{'Li': '1.0', 'Mn': '0.6', 'Fe': '0.4', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.2218,Cathode,134.0,4.08,90.0,546.72
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cathode,156.0,3.3,90.0,514.8
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anode,110.0,4.0,90.0,440.0
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anode,483.5,3.0,76.4,1450.5
LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",171.84949999999998,Cathode,139.1,4.1,90.0,570.31
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",172.081,Anode,462.8,3.0,99.0,1388.4
LiNi0.5Co0.5PO4 / C,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.734,Cathode,74.0,4.71,90.0,348.54
CNT @ Li2MnSiO4 @ C,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.91,Cathode,168.0,2.26,90.0,379.67999999999995
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",173.817,Cathode,146.0,3.2,90.0,467.20000000000005
Copper oxide,"[{'Cu': '2.0', 'O': '3.0'}]",175.089,Anode,800.0,1.0,90.0,800.0
Li1.09Mn1.91O4,"[{'Li': '1.09', 'Mn': '1.91', 'O': '4.0'}]",176.49218,Cathode,91.0,4.3,90.0,391.3
LiFeSO4F,"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",177.839,Cathode,151.0,3.6,90.0,543.6
VS4 @ rGO,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cathode,180.0,1.82,90.0,327.6
FeS @ TiO2 @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",179.78099999999998,Anode,384.0,3.0,90.0,1152.0
LiNiVO4,"[{'Li': '1.0', 'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",180.5705,Cathode,43.0,4.8,90.0,206.4
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cathode,126.0,3.0,96.2,397.0
LiFe0.2Mn1.8O4,"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '1.8', 'O': '4.0'}]",180.9934,Cathode,40.0,4.8,90.0,192.0
LiMn1.99Nd0.01O4,"[{'Li': '1.0', 'Mn': '1.99', 'Nd': '0.01', 'O': '4.0'}]",181.70502,Cathode,149.0,4.3,90.0,640.6999999999999
LiCr0.2Ni0.4Mn1.4O4,"[{'Li': '1.0', 'Cr': '0.2', 'Ni': '0.4', 'Mn': '1.4', 'O': '4.0'}]",181.7256,Cathode,145.5,4.0,90.0,582.0
V2O5-YS,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cathode,295.3,1.5,83.0,600.0
LiNi0.4Mn1.6O4,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}]",182.314,Cathode,146.0,5.0,90.0,730.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cathode,136.0,5.0,99.98,500.0
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anode,472.78,0.6,98.0,361.7
LiVPO4F / C,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",183.8605,Cathode,107.0,4.5,90.0,481.5
LiMn1.4Ni0.55Mo0.05O4,"[{'Li': '1.0', 'Mn': '1.4', 'Ni': '0.55', 'Mo': '0.05', 'O': '4.0'}]",184.92785,Cathode,68.5,4.7,90.0,321.95
LiCo1.09Mn0.91O4,"[{'Li': '1.0', 'Co': '1.09', 'Mn': '0.91', 'O': '4.0'}]",185.16655,Cathode,131.2,3.2,90.0,419.84
SnSe0.5S0.5 / C,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}, {'C': '1.0'}]",186.2365,Anode,437.0,3.0,70.0,1311.0
Fe0.5TiOPO4,"[{'Fe': '0.5', 'Ti': '1.0', 'O': '5.0', 'P': '1.0'}]",186.7585,Anode,200.0,4.0,90.0,800.0
Li2CoPO4F,"[{'Li': '2.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",186.781,Cathode,136.0,2.0,90.0,272.0
CoSn @ C,"[{'Co': '1.0', 'Sn': '1.0'}, {'C': '1.0'}]",189.654,Anode,231.3,0.2,90.0,46.260000000000005
Li3FeF6 / CNTs,"[{'Li': '3.0', 'Fe': '1.0', 'F': '6.0'}]",190.653,Cathode,80.0,2.9,90.0,232.0
RuO2 / Ni,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",191.761,Cathode,1675.0,2.6,90.0,4355.0
Fe1.5(PO4)(OH),"[{'P': '1.0', 'O': '5.0', 'H': '1.0', 'Fe': '1.5'}]",195.7445,Cathode,135.0,4.2,90.0,567.0
Pd / PNCNF-2,"[{'Pd': '1.0'}, {'P': '1.0', 'N': '2.0', 'C': '1.0', 'F': '1.0'}]",196.417,Cathode,1926.0,4.14,90.0,7973.639999999999
SnSe,"[{'Sn': '1.0', 'Se': '1.0'}]",197.681,Anode,271.0,1.0,90.0,271.0
K2FeO4,"[{'K': '2.0', 'Fe': '1.0', 'O': '4.0'}]",198.037,Cathode,169.8,0.55,90.0,93.39000000000001
NaVPO4F / C,"[{'Na': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",199.9105,Cathode,80.0,1.0,90.0,80.0
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",199.991,Anode,727.0,0.4,90.0,290.8
Mo2C,"[{'Mo': '2.0', 'C': '1.0'}]",203.911,Anode,155.0,3.5,90.0,542.5
Cu2Se,"[{'Cu': '2.0', 'Se': '1.0'}]",206.063,Cathode,120.0,0.2,90.0,24.0
Li2S6,"[{'Li': '2.0', 'S': '6.0'}]",206.24,Cathode,610.8,0.19,90.0,793.0
Na1.5VPO4.8F0.7,"[{'Na': '1.5', 'V': '1.0', 'P': '1.0', 'O': '4.8', 'F': '0.7'}]",206.4943,Cathode,946.0,3.3,90.0,256.0
Pt / C,"[{'Pt': '1.0'}, {'C': '1.0'}]",207.091,Anode,400.0,1.4,90.0,726.0
Li3CrMnO5,"[{'Li': '3.0', 'Cr': '1.0', 'Mn': '1.0', 'O': '5.0'}]",207.749,Cathode,200.0,4.3,90.0,860.0
RuO2 / NiO,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0', 'O': '1.0'}]",207.76,Cathode,500.0,2.75,90.0,1375.0
NaI / Ni,"[{'Na': '1.0', 'I': '1.0'}, {'Ni': '1.0'}]",208.58300000000003,Cathode,126.0,2.605,100.0,328.23
SnSe / C,"[{'Sn': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",209.692,Anode,748.5,1.9,90.0,1422.1499999999999
Na2C8H4O4,"[{'Na': '2.0', 'C': '8.0', 'H': '4.0', 'O': '4.0'}]",210.096,Anode,268.0,3.6,90.0,964.8000000000001
NMC,"[{'Li': '1.0', 'Ni': '1.0', 'Mn': '1.0', 'Co': '1.0', 'O': '2.0'}]",211.502,Cathode,125.0,3.7,99.0,462.5
Hexacyanoferrate,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",211.953,Cathode,60.0,0.127,75.0,7.62
RuO2 / mTiO2,"[{'Ru': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",212.933,Cathode,2000.0,4.0,90.0,8000.0
CoSe2,"[{'Co': '1.0', 'Se': '2.0'}]",216.875,Anode,546.7,3.0,96.0,1640.1000000000001
Li2MgSnO4,"[{'Li': '2.0', 'Mg': '1.0', 'Sn': '1.0', 'O': '4.0'}]",220.891,Anode,794.0,3.18,85.0,2524.92
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",221.86900000000003,Cathode,308.0,2.5,90.0,770.0
IrO2,"[{'Ir': '1.0', 'O': '2.0'}]",224.218,Cathode,732.0,1.8,94.95,935.0
Mn3O4-G,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anode,643.0,0.5,73.24,321.5
CoSe2 @ C / CNTs,"[{'Co': '1.0', 'Se': '2.0', 'C': '1.0'}]",228.886,Anode,390.0,1.9,80.0,741.0
MnFe2O4,"[{'Mn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",230.624,Anode,100.0,1.3,90.0,130.0
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anode,812.0,0.8,38.0,649.6
Tungsten oxide,"[{'W': '1.0', 'O': '3.0'}]",231.837,Anode,481.0,4.5,74.5,2164.5
CoMn2O4,"[{'Co': '1.0', 'Mn': '2.0', 'O': '4.0'}]",232.805,Anode,706.0,0.02,98.5,14.120000000000001
5 V LiNi0.5Mn1.5O4,"[{'V': '1.0', 'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",233.631,Cathode,125.0,5.0,90.0,521.0
Fe(VI),"[{'V': '1.0', 'I': '1.0', 'Fe': '1.0'}]",233.6865,Cathode,406.0,0.2,90.0,81.2
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",234.619,Anode,1417.0,1.0,39.0,1417.0
FeSi6 / C,"[{'Fe': '1.0', 'Si': '6.0'}, {'C': '1.0'}]",236.366,Anode,1758.0,0.4,90.0,703.2
MnCo2O4,"[{'Mn': '1.0', 'Co': '2.0', 'O': '4.0'}]",236.8,Anode,1433.3,0.85,90.0,1218.3049999999998
Na3FeF6 / CNTs,"[{'Na': '3.0', 'Fe': '1.0', 'F': '6.0'}]",238.803,Cathode,201.7,1.0,90.0,201.7
GeP5 / C,"[{'Ge': '1.0', 'P': '5.0'}, {'C': '1.0'}]",239.511,Anode,800.0,0.7,100.0,560.0
SnSbâAg nano-alloy,"[{'Sn': '1.0', 'Sb': '1.0'}]",240.47,Anode,518.0,2.0,90.0,1036.0
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",240.555,Cathode,500.0,4.5,91.0,10.4
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anode,168.1,0.99,61.6,166.41899999999998
Mn3O4 / C,"[{'Mn': '3.0', 'O': '4.0'}, {'C': '1.0'}]",240.82100000000003,Anode,1141.0,3.0,100.0,3423.0
ZnFe2O4 @ C nano-whiskers,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",241.066,Anode,1722.0,3.0,98.4,202.0
Fe3O4 @ C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",243.542,Anode,60.1,1.0,90.0,60.1
Li2FeP2O7,"[{'Li': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}]",243.666,Cathode,220.0,3.5,90.0,770.0
NiFe2O4 / C,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}, {'C': '1.0'}]",246.39,Anode,381.8,4.5,90.0,1718.1000000000001
ZnCo2O4 @ CNTs,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",247.242,Anode,693.0,0.21,90.0,595.57
Cu2Sb,"[{'Cu': '2.0', 'Sb': '1.0'}]",248.852,Anode,323.0,1.05,90.0,339.15000000000003
Li2MnSnO4 / C,"[{'Li': '2.0', 'Mn': '1.0', 'Sn': '1.0', 'O': '4.0'}, {'C': '1.0'}]",263.535,Anode,920.0,3.5,90.0,3220.0
NiCl2 / NiS2 @ C,"[{'Ni': '1.0', 'Cl': '2.0'}, {'Ni': '1.0', 'S': '2.0', 'C': '1.0'}]",264.41700000000003,Cathode,946.08,2.78,90.0,2630.1023999999998
Nb2O5 / graphene,"[{'Nb': '2.0', 'O': '5.0'}]",265.807,Anode,263.6,3.0,90.0,112.9
FeFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cathode,117.0,3.47,93.2,405.99
Na2FeP2O7,"[{'Na': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}]",275.766,Cathode,91.0,3.0,90.0,273.0
In2O3,"[{'In': '2.0', 'O': '3.0'}]",277.637,Anode,2279.0,1.2,58.3,2734.7999999999997
LiV3O8,"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",287.7565,Cathode,200.0,3.69,100.0,60.0
Sb2O3,"[{'Sb': '2.0', 'O': '3.0'}]",291.517,Anode,1239.5,2.5,97.97,220.5
Na2Fe(SO4)2,"[{'S': '2.0', 'O': '8.0', 'Na': '2.0', 'Fe': '1.0'}]",293.937,Cathode,82.0,3.6,90.0,295.2
Fe3O4 / Fe / C,"[{'Fe': '3.0', 'O': '4.0'}, {'Fe': '1.0'}, {'C': '1.0'}]",299.387,Cathode,4000.0,2.3,90.0,9200.0
Ti4O7 / MCO,"[{'Ti': '4.0', 'O': '7.0'}]",303.461,Cathode,2500.0,2.2,90.0,5500.0
NiCo2S4âNi,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",304.799,Anode,1368.0,2.0,90.0,2736.0
Co3S4,"[{'Co': '3.0', 'S': '4.0'}]",305.039,Cathode,287.9,0.68,90.0,195.772
Na2MnFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Na': '2.0', 'Mn': '1.0', 'Fe': '1.0'}]",312.871,Cathode,120.0,2.0,90.0,240.0
Na2Ni[Fe(CN)6],"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0', 'Na': '2.0', 'Ni': '1.0'}]",316.626,Cathode,54.0,1.27,90.0,68.58
TiO2 / Co3O4,"[{'Ti': '1.0', 'O': '2.0'}, {'Co': '3.0', 'O': '4.0'}]",320.66,Anode,295.0,3.0,90.0,885.0
BiVO4,"[{'Bi': '1.0', 'V': '1.0', 'O': '4.0'}]",323.9175,Cathode,250.0,4.5,67.0,1125.0
NiCo2O4 @ MnO2,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Mn': '1.0', 'O': '2.0'}]",327.491,Cathode,2372.0,1.19,100.0,2822.68
NiV3O8,"[{'Ni': '1.0', 'V': '3.0', 'O': '8.0'}]",339.5095,Cathode,286.6,4.2,90.0,1203.7200000000003
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anode,431.0,0.76,80.0,327.56
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",350.853,Anode,214.0,1.61,90.0,344.54
ZnSe-NC @ CoSe2-NC,"[{'Zn': '1.0', 'Se': '1.0'}, {'Co': '1.0', 'Se': '2.0'}]",361.226,Anode,707.2,1.72,90.0,1216.384
NaV2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '1.0', 'V': '2.0', 'F': '3.0'}]",371.807,Cathode,97.0,3.65,90.0,354.05
Na3V2(PO4)2 @ C,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",372.804,Cathode,90.0,2.2,90.0,198.00000000000003
RuO2 @ NiCo2O4,"[{'Ru': '1.0', 'O': '2.0'}, {'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",373.62299999999993,Cathode,1420.0,0.614,90.0,871.88
Na4NiTeO6,"[{'Na': '4.0', 'Ni': '1.0', 'Te': '1.0', 'O': '6.0'}]",374.247,Cathode,34.7,4.5,90.0,156.15
LiTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",387.584,Anode,84.0,0.65,90.0,54.6
MoS2 / Co3O4,"[{'Mo': '1.0', 'S': '2.0'}, {'Co': '3.0', 'O': '4.0'}]",400.865,Anode,1350.5,3.0,90.0,4051.5
NaTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '1.0', 'Ti': '2.0'}]",403.634,Anode,126.5,1.5,90.0,189.75
Li3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",407.613,Cathode,108.9,3.0,90.0,800.0
Na3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",417.7869999999999,Cathode,110.0,1.62,98.5,178.20000000000002
Li3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",419.624,Cathode,113.0,3.0,90.0,339.0
Li2NaV2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '2.0', 'Na': '1.0', 'V': '2.0'}]",423.663,Cathode,96.0,1.0,90.0,96.0
CoSb3,"[{'Co': '1.0', 'Sb': '3.0'}]",424.213,Anode,778.0,0.1,90.0,77.80000000000001
Li3Fe2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Fe': '2.0'}, {'C': '1.0'}]",429.431,Cathode,90.7,0.1,90.0,9.07
(MoO2)2P2O7,"[{'Mo': '2.0', 'O': '11.0', 'P': '2.0'}]",429.837,Cathode,250.0,3.7,90.0,925.0
Sb2MoO6,"[{'Sb': '2.0', 'Mo': '1.0', 'O': '6.0'}]",435.46400000000006,Anode,571.9,3.4,90.0,1944.4599999999998
Na2Fe2(SO4)3,"[{'S': '3.0', 'O': '12.0', 'Na': '2.0', 'Fe': '2.0'}]",445.838,Cathode,100.0,3.8,90.0,380.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anode,300.0,3.0,60.4,900.0
Li4C24H8O8,"[{'Li': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",452.08,Anode,200.0,1.1,90.0,220.00000000000003
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cathode,122.0,3.4,92.0,440.0
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anode,215.1,3.0,99.0,95.0
Mn3O4 / Fe3O4,"[{'Mn': '3.0', 'O': '4.0'}, {'Fe': '3.0', 'O': '4.0'}]",460.341,Anode,630.0,0.73,90.0,459.9
K3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'K': '3.0', 'V': '2.0', 'F': '3.0'}]",466.111,Cathode,103.0,3.75,90.0,386.25
Zn3(HCOO)6,"[{'H': '6.0', 'C': '6.0', 'O': '12.0', 'Zn': '3.0'}]",466.242,Anode,560.0,3.0,90.0,1680.0
Li3.94La0.06Ti5O12,"[{'Li': '3.94', 'La': '0.06', 'Ti': '5.0', 'O': '12.0'}]",467.0012,Anode,150.4,1.55,90.0,233.12
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cathode,20.0,2.65,98.8,86.6
CNT @ Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anode,169.9,1.0,99.0,169.9
Sb2Se3,"[{'Sb': '2.0', 'Se': '3.0'}]",480.433,Anode,669.6,0.05,90.0,33.480000000000004
Na4MnV(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '4.0', 'Mn': '1.0', 'V': '1.0'}]",482.7495,Cathode,101.0,3.3,90.0,333.29999999999995
Li3Ti4CoCrO12,"[{'Li': '3.0', 'Ti': '4.0', 'Co': '1.0', 'Cr': '1.0', 'O': '12.0'}]",515.2049999999999,Anode,136.1,2.5,90.0,340.25
Na4C24H8O8,"[{'Na': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",516.28,Anode,100.0,0.4,90.0,40.0
Bi2S3 / C,"[{'Bi': '2.0', 'S': '3.0'}, {'C': '1.0'}]",526.151,Anode,804.0,1.63,90.0,1310.52
Na2Ti6O13,"[{'Na': '2.0', 'Ti': '6.0', 'O': '13.0'}]",541.169,Anode,49.5,0.3,90.0,14.85
Li3V(MoO4)3,"[{'Mo': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.0'}]",551.5995,Cathode,100.0,3.7,90.0,370.0
Sn4P3-GA,"[{'Sn': '4.0', 'P': '3.0'}]",567.762,Anode,162.0,0.3,81.2,48.6
K2Ti6O13,"[{'K': '2.0', 'Ti': '6.0', 'O': '13.0'}]",573.385,Anode,99.0,3.0,90.0,297.0
Sn4P3 / C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",579.7729999999999,Anode,850.0,1.0,90.0,850.0
Na3V3(PO4)4,"[{'P': '4.0', 'O': '16.0', 'Na': '3.0', 'V': '3.0'}]",601.6745000000001,Cathode,34.0,3.9,90.0,132.6
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anode,274.7,3.0,98.47,824.0999999999999
Li2SrTi6O14,"[{'Li': '2.0', 'Sr': '1.0', 'Ti': '6.0', 'O': '14.0'}]",612.688,Anode,120.0,2.7,90.0,324.0
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",623.376,Cathode,90.0,4.2,99.6,96.0
(LNMO)95 @ (YBCO)5,"[{'Y': '5.0', 'B': '5.0', 'C': '5.0', 'O': '5.0'}]",638.63,Cathode,148.0,4.9,90.0,725.2
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",786.8770000000001,Cathode,123.04,0.83,0.041,102.1232
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",832.1800000000001,Cathode,100.0,1.1,90.0,110.00000000000001
V10O24Â·12H2O,"[{'V': '10.0', 'O': '24.0'}]",893.391,Cathode,164.5,1.7,90.0,279.65
Cu6Sn5,"[{'Cu': '6.0', 'Sn': '5.0'}]",974.826,Anode,400.0,0.4,90.0,160.0
Ni11(HPO3)8(OH)6 / rGO,"[{'H': '14.0', 'P': '8.0', 'O': '30.0', 'Ni': '11.0'}]",1387.4969999999998,Cathode,49.2,0.54,90.0,26.568000000000005
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",1488.765,Anode,144.0,0.8,97.0,115.2
Na7H2[PV14O42],"[{'P': '1.0', 'V': '14.0', 'O': '42.0', 'Na': '7.0', 'H': '2.0'}]",1579.059,Anode,687.0,1.0,90.0,687.0
Si20Co10C70,"[{'Si': '20.0', 'Co': '10.0', 'C': '70.0'}]",1991.8,Anode,610.0,3.0,83.3,1830.0
K3PW12O40,"[{'K': '3.0', 'P': '1.0', 'W': '12.0', 'O': '40.0'}]",2994.308,Anode,7.8,0.1,90.0,0.78
Sb48Fe36P16,"[{'Sb': '48.0', 'Fe': '36.0', 'P': '16.0'}]",8350.484,Anode,530.0,0.5,90.0,265.0
BP2000,"[{'B': '1.0', 'P': '2000.0'}]",61958.81,Cathode,2600.0,3.0,90.0,7800.0
